OBJECTID,GID,pop,pop_under18,pop_over65,median_age,med_home_value,pct_home_less100grants,home_vacant,home_seasonal,pct_house_lack_plumb,med_income,pct_w_ss_income,pct_unemploy,pct_pop_labor,pct_employ_agr_for_fis,pct_employ_arts,pct_employ_retail,pct_poverty,pct_house_snap
1,15000US230259662001,1039,206,160,47.6,39348.0,0.4779220779220779,0.23367697554351036,0.14776632277016097,0.006872852221867952,39348.0,0.3251121068943675,0.1462450589995157,0.5966981125038937,0.062499999855324076,0.034722222141846705,0.16435185147140774,0.1684311836684974,0.17264573952321582
2,15000US230190100002,2340,506,216,44.8,63398.0,0.08439897698209718,0.0,0.0,0.036344755933183016,63398.0,0.22845275158000752,0.09608540918428084,0.7253484766518593,0.04015748028334056,0.06929133852811704,0.11811023612747225,0.045726495706954494,0.11422637579000376
3,15000US230190130003,689,100,148,50.3,60179.0,0.30952380952380953,0.36650485347935713,0.21844660141153738,0.0,60179.0,0.4061302666431791,0.0879765393314471,0.5665584406387039,0.06752411553850766,0.06109324739198313,0.13183279700375305,0.0885341072735354,0.1302681987346046
4,15000US230050023001,1538,312,193,34.0,57500.0,0.01824817518248175,0.05474452544754649,0.0,0.0,57500.0,0.22007721965236057,0.07764705873217993,0.6614785987070205,0.0,0.09183673457673885,0.18494897935593244,0.3069444442312886,0.21042471001848512
5,15000US230050023002,2198,442,272,41.1,47111.0,0.012244897959183673,0.04595588231070231,0.0,0.0,47111.0,0.2524084775988357,0.0566343041612991,0.6862853966206077,0.006861063458952775,0.06946826752189685,0.12692967399062635,0.1264786168669342,0.22254335238675976
6,15000US230259662002,960,182,202,48.7,30119.0,0.567398119122257,0.29357798120248013,0.13761467868866256,0.007645259927147921,30119.0,0.37229437148854033,0.0682414696371615,0.4835025374574841,0.1746478868319778,0.12957746442372545,0.16056337982939894,0.23109243673204577,0.30952380885384456
7,15000US230110108021,671,233,105,34.4,60481.0,0.20754716981132076,0.18553459061152644,0.07547169787587517,0.0,60481.0,0.3397683384564929,0.09118541005718721,0.660642568954533,0.0,0.05351170550664981,0.09698996623080279,0.03129657223353715,0.08108108076802671
8,15000US230110108022,1457,379,352,37.9,51275.0,0.07766990291262135,0.032810270994564524,0.032810270994564524,0.0,51275.0,0.36873156287797704,0.15174506805501506,0.6034798529272162,0.0,0.0250447226743386,0.07871198554792132,0.2258064514579228,0.25368731526004823
9,15000US230110120001,1190,212,202,43.9,60216.0,0.08436724565756824,0.31971830940884743,0.28169014044832374,0.016901408426899425,60216.0,0.3416149061250209,0.05633802806982741,0.5714285708536936,0.0,0.0,0.130597014681722,0.017647058808699947,0.16563146963637376
10,15000US230110106003,655,147,182,52.2,46900.0,0.41284403669724773,0.12149532672431362,0.0,0.0,46900.0,0.407801416993612,0.06318681301322304,0.6642335754302306,0.0,0.11436950113088123,0.1583577707966048,0.042748091537789176,0.12056737545898094
