OID_,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,GEOID_Data,OBJECTID,GID,pop,pop_under18,pop_over65,median_age,med_home_value,pct_home_less100grants,home_vacant,home_seasonal,pct_house_lack_plumb,med_income,pct_w_ss_income,pct_unemploy,pct_pop_labor,pct_employ_agr_for_fis,pct_employ_arts,pct_employ_retail,pct_poverty,pct_house_snap
,23,009,966500,2,230099665002,Block Group 2,G5030,S,70794788.000000000000000,10552461.000000000000000,+44.3468802,-068.6343652,0.486193589822000,0.009179716110240,15000US230099665002,735,15000US230099665002,1212.000000000000000,263.000000000000000,284.000000000000000,47.299999999999997,46500.000000000000000,0.208920187793427,0.368553458655908,0.259119496529409,0.052830188612792,46500.000000000000000,0.420318724262313,0.081911262658854,0.594923857264037,0.061338289848814,0.109665427305455,0.092936802801233,0.146039603839901,0.181274900037301
,23,009,966400,2,230099664002,Block Group 2,G5030,S,20140012.000000000000000,31684539.000000000000000,+44.4090064,-068.8155328,0.343125554675000,0.005855143416590,15000US230099664002,928,15000US230099664002,1309.000000000000000,127.000000000000000,207.000000000000000,21.300000000000001,49643.000000000000000,0.058252427184466,0.550497865504270,0.398293029305415,0.004267425313987,49643.000000000000000,0.436708859377504,0.033412887748418,0.351805205414101,0.056790123316568,0.098765431854900,0.128395061411370,0.229931972476283,0.063291139040218
,23,009,966500,3,230099665003,Block Group 3,G5030,S,79734079.000000000000000,51773778.000000000000000,+44.3500242,-068.7664772,0.600572972253000,0.014843618285300,15000US230099665003,332,15000US230099665003,866.000000000000000,129.000000000000000,304.000000000000000,56.500000000000000,69688.000000000000000,0.121739130434783,0.597664542889953,0.564755838041661,0.004246284496554,69688.000000000000000,0.530343006516245,0.028037383112062,0.565389695422207,0.074519230590098,0.093749999774639,0.088942307478504,0.065819861355866,0.068601582932450
,23,009,966400,1,230099664001,Block Group 1,G5030,S,103323508.000000000000000,17940397.000000000000000,+44.4827026,-068.7059970,0.582628335536000,0.013715768864600,15000US230099664001,449,15000US230099664001,1237.000000000000000,145.000000000000000,386.000000000000000,53.899999999999999,47174.000000000000000,0.266940451745380,0.360451976993840,0.275706214377733,0.011299435015481,47174.000000000000000,0.459363956785576,0.061904761806500,0.564516128526419,0.055837563357297,0.032148900114807,0.116751268837984,0.107382550245484,0.107773851399693
,23,027,044000,1,230270440001,Block Group 1,G5030,S,37009083.000000000000000,141391358.000000000000000,+44.2988796,-068.9152501,0.658393200948000,0.020118110457900,15000US230270440001,667,15000US230270440001,813.000000000000000,143.000000000000000,255.000000000000000,52.200000000000003,59063.000000000000000,0.112500000000000,0.576026636430603,0.528301886206102,0.002219755824395,59063.000000000000000,0.465968585167622,0.007692307672584,0.571010248065871,0.054263565751257,0.074935400323164,0.041343669143815,0.082410824006875,0.047120418724816
