OBJECTID,GID,pop,pop_under18,pop_over65,median_age,med_home_value,pct_home_less100grants,home_vacant,home_seasonal,med_income,pct_w_ss_income,pct_unemploy,pct_pop_labor,pct_poverty
140,15000US230079712001,688,146,193,42.1,30833.0,0.4294478527607362,0.22527472465583867,0.18956043903966913,30833.0,0.4645390054448971,0.25978647594382037,0.5063063053940426,0.18996960457451428
141,15000US230079714003,929,67,232,57.5,32907.0,0.33797909407665505,0.16853932557216803,0.02728731937835101,32907.0,0.6525096512499814,0.12499999970518869,0.49187934977740216,0.1033369213096481
142,15000US230310360021,1066,175,341,52.9,82708.0,0.0,0.39233817649625075,0.18494055457735725,82708.0,0.48478260764177694,0.03225806445109261,0.5432639643556803,0.030018761697918606
143,15000US230310303002,1171,193,54,37.9,56122.0,0.05570291777188329,0.04022988498040252,0.04022988498040252,56122.0,0.12375249476296907,0.02773722623687996,0.684999999315,0.06117021271172853
144,15000US230310340024,1142,145,232,54.3,69375.0,0.17154811715481172,0.11896551703626634,0.11896551703626634,69375.0,0.3385518584372762,0.03084415579408416,0.6080947674155037,0.056917688216359286
145,15000US230310252021,1199,394,117,22.2,14883.0,1.0,0.22944297051798015,0.0,14883.0,0.20826161754171837,0.09666080826597398,0.6947496939014045,0.4829024182794808
146,15000US230310303001,1503,338,147,43.6,53304.0,0.1987704918032787,0.15611814324034015,0.06047819963364529,53304.0,0.4016666659972222,0.14134742385555163,0.6060848674090593,0.062036412635174364
147,15000US230310303003,562,97,68,46.6,35625.0,0.4852941176470588,0.19354838640305239,0.12903225760203493,35625.0,0.3822222205234568,0.12152777735580633,0.5975103722043353,0.23309608499449094
148,15000US230310301002,1095,209,205,41.9,30795.0,0.14333333333333334,0.14285714261983865,0.0,30795.0,0.4282945728133826,0.2059369198405623,0.6067653270541593,0.06392694058088863
149,15000US230010465003,2686,621,467,44.4,45778.0,0.4581005586592179,0.0,0.0,45778.0,0.36459330108651355,0.08470764611341255,0.6124885212982146,0.08430458427183195
150,15000US230010103001,795,345,86,28.6,21310.0,0.0,0.2048192766148933,0.0,21310.0,0.23333333262626263,0.2159090902957128,0.703999998592,0.6952141049178664
151,15000US230010106002,1920,270,375,48.8,59833.0,0.14248704663212436,0.0,0.0,59833.0,0.3157303367238985,0.005882352936233316,0.7112970707045444,0.06878582591517153
152,15000US230010103002,1615,515,119,31.5,32721.0,0.18181818181818182,0.10673443442600453,0.0,32721.0,0.2318634420599382,0.10201660723366951,0.7493333326672592,0.28544891623192015
153,15000US230010302003,798,128,107,42.1,56983.0,0.2271062271062271,0.13019390545652657,0.0,56983.0,0.2579617826179561,0.07843137239523261,0.7478005854137821,0.0664160400170225
154,15000US230310360016,464,40,266,68.7,72102.0,0.0,0.6281588436314822,0.593862814812522,72102.0,0.7864077631727778,0.2291666650752315,0.3396226407084372,0.0
155,15000US230310240002,2315,748,69,30.9,70929.0,0.03972602739726028,0.13747228366133893,0.13747228366133893,70929.0,0.2210796912325454,0.02020958082319642,0.8423707434789591,0.035421166291394746
156,15000US230310350002,2678,956,180,36.0,84114.0,0.054678007290400975,0.0,0.0,84114.0,0.21369539526128054,0.09164818914142779,0.7120582116881194,0.0
157,15000US230310350001,2088,435,353,45.4,72734.0,0.054274084124830396,0.030601092862731046,0.0,72734.0,0.2581736186491842,0.07743547037682308,0.7035735203845498,0.10823754784088241
158,15000US230310350003,1292,355,159,37.3,48043.0,0.0,0.14333333309444443,0.0,48043.0,0.311284046086996,0.08244274796573627,0.6990394869807476,0.08359133120465066
159,15000US230310350004,1161,239,167,41.6,75856.0,0.041791044776119404,0.03246753239725642,0.0,75856.0,0.27964205753995064,0.022796352548941714,0.7052518749139851,0.0
160,15000US230310240003,2797,606,283,41.9,51042.0,0.06294536817102138,0.271518544246663,0.18054583612278108,51042.0,0.24879923126916498,0.143030302943618,0.6855006228975902,0.15318539722505892
161,15000US230310240001,1589,389,108,41.3,71483.0,0.13114754098360656,0.22959889318174426,0.2019363759309317,71483.0,0.23159784518564122,0.017524644011473554,0.7257551663547256,0.037153652369550594
162,15000US230310360023,1205,272,139,46.6,63000.0,0.0,0.12422360229157826,0.12422360229157826,63000.0,0.218085105996303,0.0612244897178259,0.8158168565912416,0.0
163,15000US230010465002,973,179,126,32.3,68370.0,0.2427536231884058,0.07418397604099711,0.0,68370.0,0.3942307679672091,0.11734693857594058,0.6792237435168679,0.02609603337568264
