OBJECTID,GID,pop,pop_under18,pop_over65,median_age,med_home_value,pct_home_less100grants,home_vacant,home_seasonal,med_income,pct_w_ss_income,pct_unemploy,pct_pop_labor,pct_employ_agr_for_fis,pct_employ_arts,pct_employ_retail,pct_poverty,pct_house_snap
821,15000US230310252013,2207,435,272,,35921.0,0.07142857142857142,0.03124999996948242,0.0,35921.0,0.24092741911196833,0.08787878781221303,0.7390817465066731,0.0,0.05149501656852573,0.25830564762599195,0.1762523190277123,0.37903225768242715
822,15000US230099657001,1505,342,264,,41307.0,0.3443579766536965,0.4118198870433209,0.3170731704342653,41307.0,0.35885167406881713,0.21271393617027637,0.6782752896531713,0.02484472045831565,0.09782608680461788,0.10403726691919679,0.2078537574760638,0.20095693747853757
823,15000US230099654001,708,155,86,,52679.0,0.11403508771929824,0.5024390235732699,0.4406504057875603,52679.0,0.1405228753577684,0.08212560366636328,0.726315788199446,0.049999999868421054,0.10789473655817175,0.11315789443905817,0.0677966100737336,0.02287581691870648
824,15000US230099658001,1259,263,256,,50729.0,0.32229580573951433,0.4546402497866108,0.36183524466961914,50729.0,0.39961759005809255,0.14119601305449167,0.590196077852749,0.15280464187078405,0.04061895543400589,0.09864603462544287,0.166799046730104,0.15487571672107894
825,15000US230099658003,411,28,124,,37396.0,0.15577889447236182,0.5344827574687872,0.4159482749656287,37396.0,0.4907407384687929,0.09405940547495344,0.5430809385298148,0.21311475293379917,0.060109289289020276,0.05464480844456389,0.08641975287303764,0.04629629608196159
826,15000US230099667004,657,53,262,,44063.0,0.19708029197080293,0.5349854219606627,0.49999999927113703,44063.0,0.6144200607698431,0.13030302990817264,0.5454545445690673,0.0,0.10801393690587478,0.17421602726753999,0.07692307680473373,0.0752351094820216
827,15000US230099667001,1426,260,208,,47750.0,0.4622823984526112,0.2011834317145758,0.06863905317320822,47750.0,0.3022222217744856,0.09529025181238746,0.755794701361097,0.027845036285901893,0.06174334132960855,0.17554479397633801,0.07713884987577921,0.09333333319506174
828,15000US230099667002,1690,281,297,,55893.0,0.11647254575707154,0.27131782919445946,0.1802325579648909,55893.0,0.33643616976537744,0.09523809514160274,0.6792323504597447,0.021276595720854875,0.05935050385291097,0.14109742425409022,0.06094674552606701,0.08510638286555003
829,15000US230099660001,1050,141,277,,59663.0,0.0,0.44545454494834713,0.41477272680139465,59663.0,0.3483606550238511,0.015408320469324622,0.7062023931379735,0.05790297330531616,0.08294209689680423,0.11580594661063232,0.11821705414901447,0.010245901618348562
830,15000US230099900000,0,0,0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,15000US230099654002,1423,149,326,,51875.0,0.15749525616698293,0.2691387556589249,0.20693779879552895,51875.0,0.45335515474082627,0.04161566702372623,0.6357976648748656,0.0,0.05108556826170425,0.0996168581103233,0.08738548267273749,0.072013093171828
832,15000US230099664001,1086,126,377,,39167.0,0.16296296296296298,0.36828309257105757,0.2516382696570927,39167.0,0.4730290446617655,0.04296874991607666,0.5235173818777941,0.02040816322365681,0.0428571427696793,0.11632653037484382,0.15221774178203856,0.07883817411029424
833,15000US230099665002,1226,292,216,,36111.0,0.23,0.33882030131849067,0.2181069955855871,36111.0,0.39834024813622354,0.10894308925375107,0.6406249993326822,0.1021897808354201,0.04927007290279184,0.09854014580558368,0.23246329507955685,0.18879668010623096
834,15000US230099661001,1307,296,294,,31681.0,0.09863013698630137,0.3421330513810633,0.2428722278322363,31681.0,0.3723916526927903,0.037156704301847004,0.606969989731878,0.0117449664232467,0.2533557042728931,0.0989932884245079,0.25712086200375606,0.2086677364226842
835,15000US230099666001,1192,206,254,,45764.0,0.28162291169451076,0.42696629169870653,0.34320735409274017,45764.0,0.35294117584145956,0.022608695612854442,0.5727091627761861,0.38434163632679424,0.07473309595243222,0.07473309595243222,0.09563758381238457,0.17290552553849284
836,15000US230099662002,1036,183,241,,43824.0,0.09117647058823529,0.5359539783931409,0.48130393050689935,43824.0,0.45867768500273204,0.07617187485122681,0.5898617504725095,0.2727272721506823,0.061310782111393694,0.12684989402357316,0.10521235511079888,0.07851239653199918
837,15000US230099662001,1198,285,103,,38235.0,0.08791208791208792,0.30551816917157715,0.24629878836298952,38235.0,0.2422480615460309,0.09861325100367759,0.693376067635282,0.16581196552852656,0.05470085460734897,0.11111111092117759,0.21816638351598777,0.1027131780955171
838,15000US230099667003,1419,227,261,,49113.0,0.16701461377870563,0.3406813623840868,0.29859719408958196,49113.0,0.3617021271098752,0.0843373492959791,0.6819296805544319,0.00921052630367036,0.11578947353185595,0.15657894716239612,0.15498938417905916,0.13525835845705417
839,15000US230099651002,813,156,95,,50030.0,0.28969359331476324,0.6242829821947581,0.5544933073092798,50030.0,0.27989821811730736,0.024948024896157953,0.7125925915368999,0.04264392315001296,0.07675906167002332,0.07036247319752138,0.06982543632191342,0.1017811702244754
840,15000US230099659005,1450,302,79,,74948.0,0.0,0.34652406380050904,0.3005347590368612,74948.0,0.09328968888168628,0.03951701422665531,0.7873811574871381,0.019428571406367348,0.13028571413681633,0.08914285704097959,0.02842928214041984,0.0
841,15000US230099659004,1174,191,200,,53828.0,0.0,0.25270270236121256,0.25270270236121256,53828.0,0.3471971060629347,0.05714285706511176,0.6920903948285401,0.024531024495626226,0.03463203458206056,0.059163059077686785,0.011648745509275317,0.0
842,15000US230099659003,787,125,65,,33255.0,0.0,0.10924369717298685,0.10924369717298685,33255.0,0.12893081720462007,0.0732758619110434,0.677372261784858,0.07209302308815577,0.20232558092482422,0.0813953486479178,0.2689655167776457,0.20125786100233378
843,15000US230099659001,373,59,40,50.0,77656.0,0.0,0.6079295140794504,0.6079295140794504,77656.0,0.14606741490973363,0.13008130028422235,0.7499999977134146,0.0,0.20560747567473142,0.07009345761638572,0.07506702392743425,0.0
844,15000US230099663001,1113,165,319,,64934.0,0.04708520179372197,0.47999999953170724,0.4370731703052944,64934.0,0.47091932369433526,0.05105633793828109,0.5849639540834563,0.011131725396787152,0.08905380317429722,0.042671614021017414,0.05229936875356233,0.037523452087198025
845,15000US230099663003,1568,377,161,,42292.0,0.24719101123595505,0.18238213376875667,0.07444168725255373,42292.0,0.32473444563773224,0.07356321830624918,0.6651376141703841,0.052109181076787615,0.050868486289245056,0.14392059535493723,0.1670918366281302,0.11229135036071115
846,15000US230099665001,981,131,271,,49412.0,0.09921671018276762,0.5028376838787314,0.40181611759158214,49412.0,0.39269406303037885,0.02673796786677724,0.6573426565765237,0.027472527422211488,0.14285714259549975,0.04578754570368582,0.09646302240464842,0.07534246558140989
847,15000US230099653002,887,203,88,,58162.0,0.27044025157232704,0.27056276997713685,0.24675324621914882,58162.0,0.2670623137475896,0.05576208168073962,0.7865497064524127,0.0,0.06299212586025173,0.3169291332343915,0.1116121757479006,0.10682492549903583
848,15000US230099653001,1075,247,173,,54536.0,0.2853185595567867,0.15349887098532985,0.07449209915464537,54536.0,0.41866666555022225,0.04945054935998068,0.6469194305131286,0.0,0.09055876668485786,0.2447013482761053,0.15534883706479177,0.23999999936
849,15000US230099653005,808,187,54,,24784.0,0.5489130434782609,0.19662921311492657,0.0749063669009244,24784.0,0.2913752906960949,0.12068965487514863,0.6537842179488177,0.025210083962996965,0.08123249276965688,0.09803921541165486,0.22524752447370355,0.2867132860449574
850,15000US230099653004,1520,470,50,,55893.0,0.4306930693069307,0.12459016373018006,0.050819672047836606,55893.0,0.09550561779867862,0.13242009117303644,0.7828418223567096,0.04868421046225762,0.15657894716239612,0.049999999934210525,0.2280585104866632,0.17790262138969545
851,15000US230099653003,649,102,96,40.0,38036.0,0.39644970414201186,0.09841269810027715,0.0,38036.0,0.41901408303164056,0.11527377488393725,0.6263537894831159,0.0,0.03583061877579603,0.19543973877706924,0.27118644026011335,0.3098591538385241
852,15000US230099664002,1673,214,224,,53333.0,0.10566037735849057,0.4889753560454276,0.4007782095969154,53333.0,0.32233502456260144,0.06786703591708167,0.48423876560413226,0.04011887066847122,0.11441307561008458,0.07429420494161336,0.18108651893250854,0.0355329948336726
853,15000US230099652001,1506,415,180,,71016.0,0.12276785714285714,0.4333333328673835,0.41182795654642157,71016.0,0.21631878516827555,0.11445086691970999,0.7648099020647127,0.0052219321080653625,0.061357702269768014,0.11618798940445432,0.0735785952685093,0.11005692578736827
854,15000US230099666002,647,124,126,,40781.0,0.05439330543933055,0.5517751471127587,0.5221893483399566,40781.0,0.3267326721890011,0.0,0.5915492947331878,0.30059523720060943,0.09226190448731576,0.1249999996279762,0.14837712496386843,0.14191419095077826
855,15000US230099651001,69,16,0,,57500.0,0.25,0.9559748412641905,0.9449685519733199,57500.0,0.0,0.048780486615110086,0.7735848910644361,0.17948717488494426,0.0,0.10256409993425386,0.0,0.07142856887755111
856,15000US230190090001,967,219,106,,42396.0,0.21379310344827587,0.1580188675518423,0.1014150941004361,42396.0,0.26330532139130164,0.06423982855623163,0.5956632645463479,0.004576659028428698,0.11670480522493179,0.16018306599500443,0.161392404893046,0.16246498553931377
857,15000US230190312001,1494,345,115,,49853.0,0.3848396501457726,0.07874015732531466,0.04921259832832166,49853.0,0.24358974306925268,0.016025640999958908,0.5032258060457856,0.07491856665322709,0.06514657969845834,0.09934853404014897,0.21130434764234401,0.2371794866726934
858,15000US230190110001,1408,296,151,,51544.0,0.4166666666666667,0.09803921552607972,0.014705882328911957,51544.0,0.21195652135515122,0.0417607223004958,0.7749782790834245,0.012956419301582546,0.15547703161899054,0.2614840986319386,0.10905203128364074,0.1666666663647343
859,15000US230190110002,1367,298,159,,51806.0,0.2600896860986547,0.09210526300640581,0.031249999948601975,51806.0,0.28260869514020165,0.05595238088577097,0.7508865241570154,0.0,0.07313997468708705,0.0970996215673397,0.055596196009073735,0.06159420278696703
860,15000US230190270001,2013,433,528,,25319.0,0.4602510460251046,0.1591726617273627,0.08273381287523937,25319.0,0.5187165769853299,0.13126843638455982,0.4272211717534838,0.04244482165968621,0.023769100129424278,0.2037351439664938,0.3522727270907682,0.35294117609311104
861,15000US230190043004,708,181,147,,19796.0,0.18620689655172415,0.0,0.0,19796.0,0.36647727168614413,0.038888888780864196,0.6382978712086917,0.06069364144308196,0.2225433519579672,0.0,0.1574468082873095,0.3011363627808626
862,15000US230190050002,1268,304,118,,88942.0,0.25,0.02784222731359112,0.0,88942.0,0.23866348391727094,0.04904632145906496,0.7372627365262111,0.0,0.08882521477245671,0.11461318035155704,0.12698412688334593,0.09069212388856294
863,15000US230190050001,880,141,176,,46806.0,0.200836820083682,0.025882352880276818,0.0,46806.0,0.3574879218418166,0.05263157884082676,0.6284987269357523,0.0,0.16452991417835489,0.06837606822996567,0.11704545441244835,0.14251207695045393
864,15000US230190135001,1239,325,108,,52957.0,0.31026785714285715,0.2249614788521395,0.16178736492790852,52957.0,0.230616301728397,0.08452950544732137,0.6631689394930022,0.02439024385994731,0.033101045238499924,0.1324041809539997,0.12236628839354433,0.19284294196253887
865,15000US230190255001,904,138,212,,25607.0,0.7613293051359517,0.17325800344019207,0.09604519755923692,25607.0,0.43735762998324,0.19950738867116408,0.5056039844263961,0.03692307680946746,0.02461538453964497,0.12615384576568048,0.1583054624768055,0.2619589971253781
866,15000US230190125001,1163,249,137,,45521.0,0.4913151364764268,0.17615658331644737,0.12099644106584263,45521.0,0.3088552909095998,0.07936507923910305,0.6583072093434617,0.03275862063317479,0.11724137910820452,0.13448275838882284,0.08477508643185545,0.16414686789601107
867,15000US230190030003,735,152,85,,75536.0,0.034722222222222224,0.09148264955368249,0.0,75536.0,0.24305555471161266,0.03389830500266754,0.6586921839574288,0.0,0.0,0.1278195485518307,0.0,0.0
868,15000US230190030001,1267,199,173,,58636.0,0.16257088846880907,0.21122994624167118,0.09090909078755469,58636.0,0.2779661012237863,0.05189873411152059,0.7247706415369076,0.0,0.04806408538309201,0.09212283031759302,0.07576953427326792,0.09322033882505028
869,15000US230190030002,1735,433,256,,61134.0,0.05263157894736842,0.0,0.0,61134.0,0.37113402007196755,0.05561613952495514,0.6669090904240661,0.018475750556032622,0.09699769041917126,0.148960738858013,0.03919308355089736,0.08247422668265945
870,15000US230190043003,648,107,144,,57688.0,0.13692946058091288,0.0,0.0,57688.0,0.29151291405345786,0.11749999970625,0.7029876964798107,0.022662889454212777,0.08781869663507451,0.17563739327014902,0.07253086408560051,0.11439114348933158
871,15000US230190043001,891,32,334,,35893.0,0.4246575342465753,0.08225806438345473,0.0,35893.0,0.5465729340130528,0.0331858406345446,0.5159817345707971,0.0,0.02517162465635784,0.18077803162293357,0.1548821547083253,0.20738137046154417
872,15000US230190042002,1726,189,397,,82909.0,0.07167832167832168,0.0,0.0,82909.0,0.3369065844764065,0.03083247684395429,0.6189567426088061,0.007423117701566153,0.05090137852502505,0.1505832448031991,0.020560747650740965,0.01225114852641478
873,15000US230190041001,755,163,39,,24539.0,0.5098039215686274,0.048517520084858434,0.0,24539.0,0.16430594854304265,0.17802197763072092,0.7685810797828022,0.010695187137178644,0.11764705850896509,0.19518716525351026,0.3562913902565677,0.3002832852683193
874,15000US230190080011,1553,357,314,,45000.0,0.34911242603550297,0.17506631276516404,0.09946949588929775,45000.0,0.41800643019613115,0.03306878302504129,0.6141348492167872,0.012311901487945415,0.06566347460237555,0.05608755122286245,0.06610499023583603,0.10128617347060101
875,15000US230190205001,1158,320,118,,39153.0,0.44,0.18386491522727033,0.07129455896567626,39153.0,0.31034482687277054,0.09999999982142857,0.6392694056629344,0.01388888886133157,0.1071428569302721,0.13492063465293525,0.164075992949848,0.229885056942793
876,15000US230190311001,1167,263,204,,50640.0,0.2857142857142857,0.0,0.0,50640.0,0.328629031595506,0.048309178666168795,0.6869469018949702,0.0,0.05752961073176039,0.27580372203755715,0.10356832018836525,0.06048387084579865
877,15000US230190311002,847,126,205,,56250.0,0.09251101321585903,0.09130434762759924,0.09130434762759924,56250.0,0.36602870725830455,0.21881838026516767,0.6200814102848284,0.0,0.0,0.08403361320998988,0.15348288057440038,0.02870813390261212
878,15000US230190090004,808,218,58,,85962.0,0.0821917808219178,0.3539823001018091,0.3539823001018091,85962.0,0.2739726018014637,0.07591623016775856,0.6474576260212582,0.053824362453755346,0.0,0.09915014136218091,0.028465346499424077,0.058219177882811037
879,15000US230190090006,1224,133,183,,44773.0,0.15955056179775282,0.04347826080205239,0.04347826080205239,44773.0,0.3668831162875274,0.0,0.5754290871044,0.0,0.09105180519458116,0.1993720562019277,0.12173202604433657,0.26136363593934475
880,15000US230190090005,1041,224,110,,73425.0,0.12694300518134716,0.09224318638942729,0.0,73425.0,0.20554272469851564,0.08589951363711586,0.6971751404551694,0.0,0.02127659570695639,0.20744680814282482,0.060518731930337424,0.09930715912400194
881,15000US230190311004,1632,209,256,,55242.0,0.46755407653910147,0.09542483647656884,0.0,55242.0,0.35404624226293896,0.012320328529445248,0.6703372328490452,0.0,0.0363825363447167,0.02182952180683002,0.06985294113366854,0.0592485548276755
882,15000US230190009002,2602,982,117,,22639.0,0.5014749262536873,0.053274139785489304,0.0,22639.0,0.13012895647112666,0.07749766566059975,0.6582667482124973,0.0,0.13562753022709764,0.23178137628362208,0.5069177553778179,0.5932004682377485
883,15000US230190063001,1332,127,8,,18451.0,0.0,0.0689655170584469,0.0,18451.0,0.07977207954480889,0.10648918451499303,0.4894136803832136,0.013035381726191096,0.10055865903061702,0.19553072589286644,0.3954802254301127,0.27350427272505906
884,15000US230190062001,612,103,221,,71667.0,0.10285714285714286,0.0,0.0,71667.0,0.4396551705187277,0.05462184850999224,0.4524714820295219,0.0,0.09777777734320987,0.031111110972839508,0.06920415212940458,0.06896551694411415
885,15000US230190009001,2508,702,182,,63125.0,0.18497109826589594,0.06009615377392289,0.0,63125.0,0.2890025571751885,0.04378283708950714,0.5871465292611071,0.01831501829824632,0.010073260064035475,0.20604395585527108,0.2521982413060759,0.19309462890908616
886,15000US230190007002,2035,381,260,,47734.0,0.10264900662251655,0.019047619027462836,0.0,47734.0,0.1650485435112745,0.05555555551208485,0.7611408195120969,0.00414250206781897,0.10604805293616565,0.19138359553323644,0.07075705092985796,0.08737864068243943
887,15000US230190062003,1248,259,402,,48472.0,0.08620689655172414,0.028021015712747784,0.028021015712747784,48472.0,0.5009008999983767,0.030181086458388157,0.5098814224210658,0.0,0.08921161807217506,0.18672199131385478,0.07341772145703145,0.032432432373995616
888,15000US230190061002,1677,51,119,,32260.0,0.03409090909090909,0.11095100848566138,0.0,32260.0,0.1669367906532629,0.04347826083321215,0.7314984705006125,0.0,0.18356643340597337,0.1153846152837547,0.5235507243215273,0.06158833053227175
889,15000US230190006002,988,248,47,,32371.0,0.12857142857142856,0.11572052376480235,0.0,32371.0,0.18765432052431033,0.2766917289072305,0.813953487375822,0.0,0.15800415767566703,0.14345114315290822,0.43623481737223196,0.1629629625605853
890,15000US230190006001,450,12,33,,20379.0,0.0,0.0,0.0,20379.0,0.3694267504158384,0.0388349512677915,0.4703196336294072,0.0,0.09595959547495155,0.12121212059993879,0.5044444433234568,0.5828025459146415
891,15000US230190005001,475,43,38,,16455.0,0.23809523809523808,0.19220055656768648,0.0,16455.0,0.3827586193697979,0.021052631468144047,0.4288939042237158,0.0,0.04838709651404787,0.3602150518268008,0.3844444435901235,0.6137931013317479
892,15000US230190005004,423,96,107,,48988.0,0.21739130434782608,0.0,0.0,48988.0,0.4331550778975664,0.1725663709178479,0.691131496357396,0.0,0.08021390331436415,0.06417112265149133,0.10948905082849379,0.09625668397723698
893,15000US230190061001,937,117,53,26.0,31195.0,0.32524271844660196,0.1959706956117753,0.0,31195.0,0.1002277902044925,0.014399999976960001,0.7370283010176553,0.0,0.07629870117483976,0.09740259724447631,0.29135538923014365,0.09567198155883376
894,15000US230190062002,1209,281,119,,45238.0,0.265625,0.15308151063005665,0.03379721663260991,45238.0,0.23239436565165641,0.14423076895340237,0.560718056430076,0.0,0.02022471905567479,0.0719101121979548,0.2357320097305773,0.21126760513786946
895,15000US230190071002,1237,176,219,,26705.0,0.4010152284263959,0.12446351913524532,0.012875536462266758,26705.0,0.3643790843719296,0.08520179359461616,0.6305372284349319,0.0,0.05228758161390918,0.3006535942799778,0.293451899520249,0.14869281021455424
896,15000US230190005005,574,56,69,,29375.0,0.0,0.16442048473202026,0.0,29375.0,0.20967741867845993,0.05911330034701157,0.7748091588267001,0.0,0.17015706761738988,0.17277486865765743,0.2665505221837099,0.12258064476586888
897,15000US230190005003,547,47,71,,60462.0,0.10945273631840796,0.16811594154169293,0.0,60462.0,0.33101045180832595,0.0531645568274315,0.7790927006329532,0.02673796784294661,0.157754010273385,0.18181818133203695,0.12431444218589681,0.14982578345008438
898,15000US230190003001,1679,245,393,,54194.0,0.09375,0.0930232556937684,0.0284237725730959,54194.0,0.4131054125169439,0.029655990474903925,0.5711382109951638,0.0,0.09535452311081354,0.1393643030081121,0.07901907351565457,0.07549857539102767
899,15000US230190002001,1261,104,193,,24250.0,0.5454545454545454,0.039344262230583175,0.0,24250.0,0.40273037473936796,0.08641975296787414,0.6214833754292554,0.0,0.18168168140888635,0.15765765742093446,0.2965964341194518,0.33447098919032253
900,15000US230190071004,886,207,171,,37396.0,0.2767527675276753,0.0,0.0,37396.0,0.38196286370832133,0.2180616735284985,0.6589259787243454,0.0,0.03380281680618925,0.050704225209283874,0.12415349873120372,0.16710875287239058
901,15000US230190071003,497,19,172,,22273.0,0.0,0.13872832329847307,0.0,22273.0,0.6040268436106482,0.0,0.4016736393270426,0.0,0.23437499877929688,0.23958333208550348,0.5211267595148354,0.31208053586550155
902,15000US230190002002,512,0,140,,18816.0,0.0,0.039130434697542536,0.0,18816.0,0.4298642524211216,0.0,0.5449218739356995,0.0,0.05376344066751455,0.17204301013604656,0.3574218743019104,0.3823529403114187
903,15000US230190002004,896,128,45,,32228.0,0.0,0.08055009807357545,0.0,32228.0,0.09188034168401636,0.02184873945907775,0.7687338491360027,0.0,0.06872852221867952,0.0721649483296135,0.43526785665706713,0.24145299093706626
904,15000US230190215002,812,167,106,,46667.0,0.3881118881118881,0.1641025636817883,0.07179487161078238,46667.0,0.36196318907373254,0.08991825588578133,0.5703363905652349,0.10479041884793287,0.05688622737459213,0.12275449065043566,0.11945812793170181,0.18098159453686627
905,15000US230190009003,1589,134,572,,26358.0,0.25943396226415094,0.12459371600802414,0.0,26358.0,0.4900990092944319,0.0,0.5280373828250752,0.0,0.03539823004374434,0.26548672532808254,0.2594810377515096,0.1274752473669861
906,15000US230190311003,2740,199,462,,38235.0,0.12777777777777777,0.03525365431190571,0.0,38235.0,0.409982174322654,0.046621621590120524,0.5801556417976048,0.0,0.22253720749643002,0.1105598865268888,0.24127465845155555,0.200534759179559
907,15000US230190255002,1055,196,244,,27837.0,0.6843501326259946,0.6184919204501867,0.5754039492141795,27837.0,0.45882352833217993,0.18457943882107608,0.47821228996847787,0.15472779325292896,0.031518624551522566,0.20343839483255474,0.31054131024639947,0.2776470581702422
908,15000US230190270002,1065,161,379,,39893.0,0.26575342465753427,0.38409703452278027,0.26549865193329025,39893.0,0.49890590700458226,0.0,0.41814159245780796,0.06349206332409507,0.0,0.15343915303322975,0.13370998104170434,0.14660831477766234
909,15000US230190280001,1635,375,310,,43393.0,0.5069686411149826,0.32762312598755555,0.20556745160003484,43393.0,0.3726114643748225,0.07953063874898222,0.5959595954965349,0.09065155794525274,0.05949008490157212,0.10906515565288222,0.1119266054361305,0.1480891717387115
910,15000US230190130001,1257,294,147,38.0,23448.0,0.4925373134328358,0.11143694998323028,0.03958944275720023,23448.0,0.3250825077143853,0.12693498432363007,0.63897131489716,0.0,0.02127659570695639,0.25709219812572304,0.35242641181191214,0.34158415785217133
911,15000US230190130003,524,58,146,,48438.0,0.2420091324200913,0.3227665696750243,0.14697406297701998,48438.0,0.45531914699864195,0.08474576235277219,0.5031185020725187,0.09259259216392318,0.0,0.10648148098851166,0.06297709911645592,0.06382978696242644
912,15000US230190130002,1486,285,260,,42582.0,0.35887850467289717,0.2018348621207931,0.0838794232190309,42582.0,0.3596059107395634,0.09681227851616024,0.6695652168620038,0.023529411733948482,0.05620915025332137,0.19084967295313768,0.09690444138835501,0.18883415404132323
913,15000US230190300001,1085,139,367,,59609.0,0.5854214123006833,0.012295081942018275,0.0,59609.0,0.556016596356812,0.13855421658924857,0.498997995491986,0.04895104883694394,0.05827505813921898,0.06759906744149402,0.013824884779884897,0.012448132754256986
914,15000US230190150003,2074,305,483,,39028.0,0.39267886855241263,0.23153526951739808,0.12946058080542688,39028.0,0.43196544229809347,0.1951690819370347,0.5693069303799192,0.0876350539164045,0.04201680667224873,0.09963985582276128,0.24234945693862317,0.32829373614655105
915,15000US230190300003,962,125,151,,43162.0,0.8699186991869918,0.15225563881154955,0.07330827053889423,43162.0,0.3059866955521359,0.015929203511629728,0.660818712677405,0.0,0.05035971213964081,0.043165467548263545,0.113305613187832,0.1884700661009533
916,15000US230190300004,1615,320,578,,26250.0,0.8440366972477065,0.2008733622261208,0.04475982527864648,26250.0,0.5969945347035593,0.020833333293876263,0.4030534348068294,0.029013539595718493,0.18762088938564625,0.07156673100277228,0.23830594169512898,0.20491803250694257
917,15000US230190071001,1945,374,131,,45344.0,0.20579710144927535,0.12430167580404794,0.0,45344.0,0.21212121178290078,0.05178268246877531,0.7498408652133413,0.06982990145941817,0.09579230071997108,0.2703670543685165,0.2827763494690096,0.24401913836679565
918,15000US230199400001,693,214,77,,19375.0,0.7933884297520661,0.12416107340885546,0.10067114060177469,19375.0,0.295019155957781,0.2380952373393802,0.6034482747060378,0.0,0.06249999973958333,0.06666666638888889,0.3657474595562446,0.37164750815460723
919,15000US230190071005,737,124,81,33.0,37292.0,0.07027027027027027,0.0,0.0,37292.0,0.30239520867546343,0.06880733929172629,0.7112561162948514,0.13300492578077605,0.05665024616588609,0.06403940870926254,0.36092265894040343,0.26646706507045786
920,15000US230190072001,1766,316,204,,37800.0,0.2826086956521739,0.13052208822236738,0.028112449770971437,37800.0,0.2147806002138792,0.05263157889700327,0.7252897063903955,0.006060606054484236,0.06161616155392307,0.10404040393531272,0.2089467722486145,0.15242494208726912
921,15000US230190300002,868,129,186,,27456.0,1.0,0.12145748963267715,0.12145748963267715,27456.0,0.4032258055225212,0.03906249989827474,0.5039370072126811,0.0487804876726816,0.27913279057145585,0.056910568951461876,0.13341346137810883,0.26267281045467095
922,15000US230190290002,1775,328,432,,32629.0,0.5616197183098591,0.3265666369580171,0.2647837596956895,32629.0,0.4941022273996039,0.10806916410941042,0.4602122012863314,0.08885298854789501,0.051696284246048003,0.05815831977680401,0.24440619607320355,0.20969855804757725
923,15000US230190080012,1214,251,147,,55375.0,0.11864406779661017,0.17241379280618313,0.03620689648929845,55375.0,0.3520833325998264,0.04564907268808977,0.7059415904270477,0.01644245139545224,0.04035874433429186,0.14200298932436026,0.06923076917159762,0.1354166663845486
924,15000US230190080013,1842,239,298,,45765.0,0.4682274247491639,0.02552204173373313,0.0,45765.0,0.3464285710161565,0.12176414178162592,0.6309739863091506,0.033842794722879044,0.03602620083403253,0.12663755444690222,0.12445414840368223,0.21428571403061225
925,15000US230190265001,1332,253,209,,44167.0,0.6898608349900597,0.12121212102846649,0.04696969689853076,44167.0,0.3810344821016647,0.162207357588282,0.5368043083152564,0.0838323351620113,0.04590818354110143,0.12175648678292118,0.15250379351099863,0.17931034451843045
926,15000US230190245001,871,183,180,,38365.0,0.6288659793814433,0.6078651678563313,0.5674157296995329,38365.0,0.44699140273068366,0.15064935025805365,0.5384615377084454,0.06116207932366337,0.042813455526564355,0.15596330227534158,0.19747416739670015,0.16045845226229669
927,15000US230190180001,2835,740,397,38.0,54375.0,0.3534932221063608,0.04392764854097532,0.011197243745738807,54375.0,0.3081081078305332,0.061822817041540586,0.7380952377506559,0.004755434779378101,0.08967391298255847,0.1847826085701205,0.10327635323957396,0.17567567551740929
928,15000US230190063002,3363,86,16,,33472.0,0.0,0.12149532653506857,0.0,33472.0,0.14361702051267541,0.06314432985622143,0.4648098231611831,0.014442916083601844,0.162310866463335,0.14649243456224728,0.15931372509972128,0.026595744539384337
929,15000US230190006003,1131,128,141,,26719.0,0.2611464968152866,0.09659090890797177,0.0,26719.0,0.22851152991926305,0.118741058485349,0.6927651132876461,0.01785714282815399,0.3409090903556671,0.09740259724447631,0.3746678473209319,0.3018867918199438
930,15000US230190005002,1406,286,96,,34879.0,0.272,0.12908011850284848,0.0,34879.0,0.18739352608621204,0.2058823526778998,0.6914235183983877,0.040257648888473996,0.11594202879880511,0.09822866328787655,0.23553718988798578,0.3151618393268112
931,15000US230190313001,1151,210,124,,40378.0,0.4604966139954853,0.09430894293608302,0.03902439018044815,40378.0,0.3447037695786288,0.05183946479625508,0.6353065532396337,0.01763668427224571,0.06172839495285998,0.16402116373188508,0.10773240650935498,0.21903052025308703
932,15000US230190205002,1391,253,203,,47917.0,0.291015625,0.24776500606926563,0.19412515939447617,47917.0,0.35653650194136416,0.08368200825148953,0.6151898728985739,0.006088280051616012,0.044140030374216085,0.15829528134201631,0.17429193887124766,0.18675721530261932
933,15000US230190004001,2577,686,286,,34691.0,0.09267241379310345,0.025380710638425792,0.0,34691.0,0.2612847219954125,0.0857618650409976,0.6270746884714342,0.0,0.19034608361534963,0.06010928956274199,0.27064401411669536,0.33072916637957533
934,15000US230190002003,1457,499,66,,32750.0,0.20238095238095238,0.16045380849197113,0.0,32750.0,0.16216216184910778,0.01912568303398131,0.7439024382683919,0.0,0.15459610006323662,0.13370473518982628,0.47072072036732676,0.35328185259984196
935,15000US230190100003,767,150,150,,57115.0,0.22330097087378642,0.14520547905423156,0.0,57115.0,0.3365384604598126,0.12211981538682071,0.6888888877954145,0.0,0.1259842516378366,0.1968503931841197,0.08122503318079223,0.1474358969633465
