OBJECTID,GID,pop,pop_under18,pop_over65,median_age,med_home_value,pct_home_less100grants,home_vacant,home_seasonal,med_income,pct_w_ss_income,pct_unemploy,pct_pop_labor,pct_employ_agr_for_fis,pct_employ_arts,pct_employ_retail,pct_poverty,pct_house_snap
257,15000US230179651002,293,47,63,,49271.0,0.2265625,0.903156383857133,0.8888091815718728,49271.0,0.35555555292181074,0.0,0.6205533572310145,0.0318471335551138,0.2547770684409104,0.18471337461966003,0.04436860053116519,0.029629629410150893
258,15000US230179651003,639,98,156,,33929.0,0.321285140562249,0.5072992691472641,0.405109488311844,33929.0,0.39999999851851853,0.009900990066333366,0.5334507032861784,0.09333333302222223,0.1466666661777778,0.049999999833333336,0.11727416780146725,0.11111111069958848
259,15000US230179660003,981,265,106,,52596.0,0.21863799283154123,0.5934065926820432,0.5445665439016282,52596.0,0.3243243233503774,0.10928961728726845,0.727152316917679,0.04498977495912111,0.13087934533562506,0.07566462152215823,0.15286624187593817,0.21621621556691828
260,15000US230179657002,2552,572,347,,50727.0,0.4321808510638298,0.18355945715597807,0.08539505180734631,50727.0,0.35874877775293373,0.10286156217876136,0.6249395840382119,0.049999999956896544,0.023275862048900118,0.1275862067865636,0.18841729464957666,0.3059628540508672
261,15000US230159758002,881,150,218,,54815.0,0.08064516129032258,0.34789391521389407,0.13260530400529594,54815.0,0.36842105175018885,0.03462321785209121,0.6716826256201333,0.07172995765457815,0.13713080139845824,0.06118143447008136,0.1975028374602692,0.05023923432957121
262,15000US230159755001,1759,323,305,,53792.0,0.25655172413793104,0.09793253525796242,0.07834602820636993,53792.0,0.29794933619065217,0.06413994162862979,0.6819085482558591,0.036344755933183016,0.05192107990454717,0.12668743496709509,0.0807276861394385,0.09770808190867541
263,15000US230159754001,616,117,104,,52969.0,0.10780669144981413,0.13538461496804735,0.09230769202366865,52969.0,0.2989323832778207,0.08529411739619377,0.6813627240854454,0.03858520887914724,0.10289389034439264,0.17363343995616257,0.13636363614226682,0.03914590733400033
264,15000US230159751001,457,84,70,,40625.0,0.36464088397790057,0.2453531589392076,0.18587360525697544,40625.0,0.37438423460894465,0.06465517213510702,0.59183673318409,0.013824884728917582,0.11981566765061905,0.18433179638556776,0.05145413858735092,0.10837438370258924
265,15000US230159751005,1177,320,203,,56974.0,0.34057971014492755,0.17416829711513054,0.037181996013342475,56974.0,0.4075829374227892,0.0869565215816005,0.5891141936082026,0.09126984108875032,0.08531746014817965,0.057539682425516506,0.13678844508344226,0.14691943093147056
266,15000US230159751004,1180,155,221,,57292.0,0.4,0.1626617372224367,0.07208872445085264,57292.0,0.3245033105419353,0.119645494653404,0.6447619041478457,0.0385906039620963,0.0469798656929868,0.07046979853948021,0.0676031606078989,0.11920529775009868
267,15000US230159755002,1684,351,191,,53873.0,0.23114754098360657,0.14185228588293988,0.0,53873.0,0.21311475380722028,0.0,0.8026509566990787,0.014678899069101926,0.13577981638919281,0.11926605493645315,0.07321772634989226,0.09289617473648064
268,15000US230159755003,1357,315,254,,41439.0,0.1793478260869565,0.057335581690833755,0.057335581690833755,41439.0,0.4830053658622444,0.11608391592156096,0.6529680359333625,0.028481012613162954,0.039556961962726324,0.24367088569039416,0.13986537012725103,0.15742397109584264
269,15000US230159752001,2219,464,293,,50192.0,0.4007989347536618,0.09090909081186194,0.0459893047636478,50192.0,0.26588235262837373,0.08473282436279936,0.7293986632909807,0.08090075055804774,0.03336113425074134,0.05671392822626027,0.07510241234633482,0.08588235284013841
270,15000US230159753003,1035,262,124,,46100.0,0.1296928327645051,0.23655913936100512,0.22222222182397453,46100.0,0.2863849758535564,0.06315789462603878,0.7019704424852581,0.03558052427793909,0.17602996221717235,0.05992509352073953,0.06473429945436299,0.086854459890013
271,15000US230159754003,1082,228,205,,56161.0,0.05789473684210526,0.30249632848385266,0.1483113066838307,56161.0,0.39578947285096955,0.0818181816694215,0.6152125272760486,0.06534653452406627,0.16435643531810606,0.11089108888932457,0.09814814805727022,0.09052631559889197
272,15000US230159753001,1033,195,229,,51311.0,0.13984168865435356,0.4002695412395289,0.351752021089283,51311.0,0.3280898869031688,0.07031249989013671,0.7111111103209876,0.07226890744156486,0.06554621837723325,0.07563025197373067,0.05939629984479425,0.02921348308041914
273,15000US230159752002,1401,203,195,,46493.0,0.1937269372693727,0.13854595317071886,0.0,46493.0,0.26114649639944826,0.015911872685542384,0.6438140262854105,0.08955223869458677,0.0,0.14427860678572313,0.0692362597649991,0.0907643310656619
274,15000US230159758001,1529,341,203,,51354.0,0.056140350877192984,0.27252985855317063,0.2388707923573607,51354.0,0.21940298474715972,0.04029304024384244,0.6631578941998721,0.0,0.036895674253313394,0.18829516515484077,0.15369522553715156,0.04029850740253954
275,15000US230159751002,1715,310,215,,57652.0,0.2571428571428571,0.13836477970017008,0.040251572276413114,57652.0,0.30072992656827746,0.055734190722685754,0.6355585826733252,0.022701475570145884,0.022701475570145884,0.11237230407222212,0.10247349817286601,0.1343065691469977
276,15000US230159754002,1814,406,437,,60833.0,0.08166666666666667,0.2806691447205677,0.19237918197734274,60833.0,0.35788113648852565,0.0513661201624414,0.637186629082739,0.017281105970874303,0.07142857134628045,0.1474654376181274,0.04648588818678146,0.07881136940722046
277,15000US230159751003,887,142,181,,44931.0,0.10324483775811209,0.5421545661098892,0.5421545661098892,44931.0,0.4475703313361373,0.043589743477975014,0.5193075891886717,0.0,0.03217158168318611,0.05630026794557569,0.09582863574314697,0.10997442427116516
278,15000US230159753002,666,138,79,44.0,60329.0,0.08992805755395683,0.3887775543311071,0.24448897746595397,60329.0,0.2786885236764311,0.030054644726626653,0.6866791731957239,0.08169014061495736,0.0,0.11267605602063083,0.14864864842545247,0.09836065541521097
279,15000US230159753004,1135,310,337,,47804.0,0.0975609756097561,0.298107255050304,0.21608832773487646,47804.0,0.47640449331145057,0.12990196046592656,0.47058823475134,0.0,0.06478873221186272,0.20845070363816703,0.15745079647849033,0.12134831433404873
280,15000US230159762004,484,63,184,,40750.0,0.023529411764705882,0.5714285703684071,0.5194805185167337,40750.0,0.5021644999906298,0.05882352912341408,0.47775175532142444,0.06770833298068576,0.08333333289930556,0.2187499988606771,0.06818181804094665,0.10389610344633722
281,15000US230159756001,784,186,158,47.0,51250.0,0.18412698412698414,0.5232067503189779,0.4528832623728787,51250.0,0.3923303823235092,0.057065217236235824,0.5859872602133961,0.06340057618616549,0.0057636887441968624,0.10951008613974039,0.02713178291068245,0.11799409994692006
282,15000US230159755005,767,91,231,54.0,53036.0,0.10828025477707007,0.3520871136985715,0.3103448270229677,53036.0,0.5042016792599393,0.040100250526064536,0.5588235286290987,0.018276762354368765,0.11227154017683671,0.12010443832870904,0.12026143775129224,0.05042016792599393
283,15000US230159755004,679,82,125,45.0,41182.0,0.07692307692307693,0.35230352208047827,0.18699186941194615,41182.0,0.5146443493111115,0.08896797121363711,0.451043337959802,0.0,0.22265624913024903,0.22265624913024903,0.1517367456092564,0.054393305211743494
284,15000US230159900000,0,0,0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,15000US230159756006,951,99,270,,54712.0,0.059602649006622516,0.11654135316439596,0.0657894735605461,54712.0,0.4957446797962879,0.07672634251476639,0.45098039163670084,0.02493074785337743,0.2465373954389546,0.02493074785337743,0.021030494194500007,0.11276595720688094
286,15000US230159756004,586,0,347,70.0,51012.0,0.09850746268656717,0.6084142388258746,0.5037756197370273,51012.0,0.7107437996949206,0.0,0.30204778105452595,0.05084745733984487,0.1638418069839446,0.10734463216189473,0.061433446994140876,0.04958677672290144
287,15000US230159762002,561,33,235,,89327.0,0.0,0.46435845119275265,0.3930753556149178,89327.0,0.5399239523196808,0.04545454528236915,0.5189393929565542,0.019841269762534645,0.011904761857520787,0.0833333330026455,0.03364485975019652,0.019011406771819745
288,15000US230159756003,0,0,0,,,,0.9999999782608701,0.9999999782608701,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,15000US230179654001,1410,293,259,,34500.0,0.5305039787798409,0.511343804091323,0.37696335045640195,34500.0,0.44642857063137753,0.12277580049328149,0.49690539301776704,0.036511156112553435,0.1257606488321285,0.10344827565223473,0.24891774873815456,0.28928571376913265
290,15000US230179667001,1605,287,306,48.0,47656.0,0.23193916349809887,0.19135802445511355,0.19135802445511355,47656.0,0.3709923658458132,0.1159909908603705,0.6539027977511761,0.0,0.08407643301391537,0.18980891695565744,0.1668831167747512,0.10992366395431502
291,15000US230179668001,1013,223,234,,48063.0,0.168,0.6241071422999043,0.5803571423389667,48063.0,0.4156769586325963,0.08039215670511342,0.6458852859776991,0.05117270778001555,0.1066098078750324,0.08102345398502461,0.1009900989099108,0.16152018964009457
292,15000US230179655001,1011,146,225,,57422.0,0.13513513513513514,0.10252100823105713,0.08571428557022809,57422.0,0.3558052427793909,0.08360655723998925,0.7052023113234656,0.007155635049811028,0.0500894453486772,0.3202146684790435,0.05143422349017386,0.06741573021083197
293,15000US230179655002,879,228,128,41.0,20208.0,0.7192982456140351,0.395999999472,0.0,20208.0,0.43487858623647113,0.24372759769273264,0.4285714279131007,0.0,0.0,0.1279620847016015,0.34883720889670095,0.459161146889269
294,15000US230179659001,598,63,133,,49625.0,0.13991769547325103,0.5233812940226955,0.39208633023006056,49625.0,0.4188679229476682,0.203076922452071,0.6040892182080126,0.06177606153754416,0.24710424615017665,0.08494208461412323,0.026755852798067137,0.03773584891420435
295,15000US230159757001,964,133,329,,52708.0,0.01652892561983471,0.5646594268858248,0.49457058194020675,52708.0,0.5238095226217471,0.07209302308815577,0.4999999994186047,0.07017543842061294,0.040100250526064536,0.11027568894667747,0.10221285552980731,0.040816326438058215
296,15000US230159756002,1211,176,394,,53906.0,0.2351851851851852,0.49790092317556595,0.44920235058841107,53906.0,0.5367892967612219,0.02664298396688635,0.5372137399454067,0.07481751811164687,0.07481751811164687,0.08759124071607438,0.14368290657003888,0.1638795983881612
297,15000US230179659003,983,240,165,,42188.0,0.24925816023738873,0.5040871927737232,0.4482288822231214,42188.0,0.48901098766755224,0.10141987809042621,0.6336760917304934,0.10158013521088005,0.17155756168948633,0.0993227988728605,0.06230200627000844,0.12362637328674074
298,15000US230179654003,409,0,145,,22969.0,0.6326530612244898,0.23048327051864956,0.0,22969.0,0.7198067598076968,0.020689655029726518,0.35452322651705814,0.03521126735766713,0.17605633678833565,0.0,0.4352078228968024,0.4057970994889029
299,15000US230179658004,1123,162,211,48.0,38922.0,0.13238770685579196,0.35055865872827,0.3240223459161699,38922.0,0.3935483862504336,0.16256157608774782,0.6226993858663605,0.02745098033833141,0.001960784309880815,0.1294117644521338,0.10952804976889755,0.17849462327205456
300,15000US230179664003,2367,710,365,,40714.0,0.2244039270687237,0.22483537137832982,0.1984948257775213,40714.0,0.3580097083033863,0.09837631318206655,0.5855704694711574,0.0,0.08368644058931521,0.18749999980137713,0.06041402616797042,0.1322815532375224
301,15000US230179656001,1317,245,192,,25000.0,0.6848249027237354,0.2370088716894691,0.005069708485336237,25000.0,0.48338870351596563,0.2618595820458072,0.4777878508814253,0.03598971713113183,0.17994858565565916,0.08997429282782958,0.33641975282683656,0.3455149495921679
302,15000US230159762003,539,10,247,,50625.0,0.08979591836734693,0.7154929570746544,0.6938967129634772,50625.0,0.5643564337810019,0.04205607456983143,0.40225563834162475,0.024390243783462225,0.2829268278881618,0.0975609751338489,0.1372912798937082,0.06600660044222244
303,15000US230159758003,706,45,338,,56471.0,0.0,0.6642728898884444,0.5403949725849236,56471.0,0.7593582867396838,0.040540540357925495,0.325036602745188,0.10798122015032291,0.09859154883290353,0.0,0.08073654379499073,0.0
304,15000US230159752003,1442,552,223,,45253.0,0.2868421052631579,0.28823529369377165,0.120588235116782,45253.0,0.3966942140564169,0.06938775496043316,0.5426356583138032,0.05921052618594183,0.08771929805324716,0.26535087661107265,0.44313453506023953,0.31611570182620724
305,15000US230159756005,34,0,5,,32083.0,0.0,0.8618420995931441,0.5592105226367728,32083.0,0.23809522675737013,0.0,0.676470568339101,0.04347825897920613,0.0,0.0,0.23529411072664383,0.0
306,15000US230179656002,1077,271,230,,36354.0,0.5355029585798816,0.1739926736740061,0.009157509140737163,36354.0,0.47450110759534125,0.21992481161668267,0.591111110454321,0.0,0.1783132525823777,0.19036144532443025,0.23917137453938664,0.21064301505400662
307,15000US230179654002,1271,324,144,,27950.0,0.6314699792960663,0.11332312386933671,0.0,27950.0,0.38341968845696084,0.10771704162746457,0.6321138204958193,0.05405405395665936,0.12612612589887184,0.17297297266130995,0.2738001571409912,0.31433505990615707
308,15000US230179665001,2206,418,567,,52269.0,0.32669322709163345,0.39543726205670165,0.36121672976333324,52269.0,0.4943396220196986,0.13302325569021092,0.5634171904803893,0.0,0.017167381955828988,0.3251072957885115,0.04533091566394791,0.2050314462829793
309,15000US230179663001,1921,481,226,,48929.0,0.31693198263386396,0.09198113196700339,0.04245283013861695,48929.0,0.2961038957193456,0.05066921601274453,0.695016610833876,0.036253776398535976,0.08962739165193616,0.1268882173948759,0.13107049601510679,0.09740259727610052
310,15000US230179660002,1387,340,216,,39866.0,0.31136363636363634,0.46795523858804144,0.41709053874151525,39866.0,0.39770554417264714,0.10213414618577112,0.5958219794770009,0.02207130726303683,0.09847198625047202,0.17657045810429464,0.09992706046686574,0.16826003791919686
311,15000US230179662001,1147,172,273,,24837.0,0.3309002433090024,0.010619469007753152,0.0,24837.0,0.4042933803143231,0.1252204583329445,0.5569744591778247,0.0,0.1754032254528161,0.06451612890218522,0.17137293069973422,0.19856887263225603
312,15000US230159762001,1105,147,321,,39750.0,0.17906976744186046,0.4302670618889544,0.2067260136431988,39750.0,0.43576388813235434,0.055172413697978595,0.5846774187654461,0.03284671526852789,0.11678832095476584,0.16423357634263946,0.09813084102978425,0.08506944429675443
313,15000US230179658002,745,178,99,,50833.0,0.38461538461538464,0.43259557257023024,0.39436619638960524,50833.0,0.2730496444218098,0.05063291126422048,0.6879310332966706,0.05333333319111111,0.058666666510222225,0.14666666627555555,0.06845637574703842,0.04255319133846386
314,15000US230179665002,1050,171,161,,47546.0,0.2894736842105263,0.1306042882444361,0.06627680298971383,47546.0,0.3766816135051982,0.15853658504362483,0.5578231286192482,0.0,0.09903381618590866,0.21014492702863544,0.09125840529177866,0.2959641248969414
315,15000US230179668002,1317,288,201,,43313.0,0.1711111111111111,0.40944881843706543,0.3430821143497389,43313.0,0.295238094675737,0.0934449092141633,0.6751412423021268,0.018461538433136096,0.12461538442366864,0.17076923050650888,0.13591495813522023,0.15238095209070296
316,15000US230179664002,1408,313,160,,58889.0,0.236328125,0.25568942402183475,0.22891566234415575,58889.0,0.25539568299389265,0.015815085138911087,0.7352415020257231,0.021013597007399756,0.03708281824835251,0.20519159430755057,0.05941302787443591,0.07194244591377258
317,15000US230179656003,1589,378,310,,40820.0,0.5813148788927336,0.1774193546185864,0.09429280385323474,40820.0,0.40271493151928367,0.04272151891974443,0.5306451608623829,0.021487603270268423,0.1140495865883478,0.18181818151765589,0.07046070455930846,0.23981900416316893
318,15000US230179658001,800,158,202,,39167.0,0.4748427672955975,0.06557377031263997,0.0,39167.0,0.4941520453387367,0.08616187967059562,0.576807228046977,0.011428571395918368,0.051428571281632654,0.08857142831836735,0.07999999990000001,0.09356725118839986
319,15000US230179659002,1237,411,187,,61250.0,0.016025641025641024,0.5267015701291083,0.48376963300128834,61250.0,0.3871681407363537,0.10476190459561603,0.6961325959158756,0.015957446780217294,0.1560283685176802,0.09574468068130376,0.09975267922526572,0.24115044194435742
320,15000US230179663002,1334,336,97,,53750.0,0.22115384615384615,0.08158995798830553,0.06485355634967875,53750.0,0.20273348473181438,0.03246753242536684,0.7635467972772938,0.010738255019143281,0.07382550325661007,0.1033557045592541,0.1327300149828582,0.17767653718069126
321,15000US230179669001,1808,548,227,41.0,49896.0,0.1672661870503597,0.3444075300726384,0.29125138395210254,49896.0,0.34797297238518077,0.06144578305849906,0.6102941171983131,0.01797175864188478,0.05648267001735216,0.1309370986765891,0.11449115037915311,0.11993243222984387
322,15000US230179667002,798,177,74,,49091.0,0.05166051660516605,0.39166666585069443,0.36041666591579863,49091.0,0.2499999991438356,0.1090909088429752,0.6842923784070103,0.0,0.033163265221522284,0.1734693873125781,0.10279187804214229,0.21917808144117096
323,15000US230179664004,1162,164,169,,35297.0,0.46750524109014674,0.0,0.0,35297.0,0.2980769225036982,0.06847133747058705,0.6114897754513244,0.03589743583607276,0.061538461433267584,0.04957264948791,0.04126426686456166,0.23269230724482248
324,15000US230179664001,992,202,153,47.0,44028.0,0.2643979057591623,0.5092707039440412,0.4647713220460181,44028.0,0.33501259361457786,0.1268781300052118,0.7295980502684555,0.0,0.05162523890702631,0.23518164390978652,0.15416238421977144,0.1133501256590677
325,15000US230179657001,1100,246,167,,43500.0,0.5047318611987381,0.1447368417878578,0.12280701727454602,43500.0,0.4076923066469428,0.10147991521885853,0.5374999993892046,0.03529411756401384,0.0047058823418685124,0.12470588205951558,0.148320895384029,0.13076923043392505
326,15000US230179662002,2577,443,509,42.0,37974.0,0.11960132890365449,0.03359173123721642,0.0,37974.0,0.3431372545961343,0.12629896073037652,0.5862230550205141,0.0,0.006404391576940172,0.0969807867365226,0.12985971938682978,0.3074866307419905
327,15000US230179661001,1972,461,339,,42788.0,0.20797227036395147,0.17023809503543083,0.06428571420918368,42788.0,0.35007173550922277,0.1278118608100083,0.6305609280267176,0.03165298941189568,0.06916764352969795,0.10433763176513759,0.17643951390573717,0.2252510757169999
328,15000US230179669002,1692,461,240,,47696.0,0.17916666666666667,0.24578313223399623,0.16987951786761504,47696.0,0.2875399356429075,0.09617612966839383,0.6674364890935823,0.09102564090894148,0.1012820511522025,0.11282051267587113,0.15968899511980322,0.1421725237345487
329,15000US230179666003,334,42,53,,76000.0,0.09090909090909091,0.822525596333873,0.789533559966401,76000.0,0.275641023874096,0.10126582235752818,0.8116438328368362,0.0,0.05164319224580661,0.07042253488064537,0.02694610770375417,0.10256410190664038
330,15000US230179658003,1014,204,169,,38854.0,0.3788300835654596,0.2915921282797994,0.2558139530307443,38854.0,0.42171717065222936,0.1297071126993575,0.5577596259536061,0.05769230755362426,0.03124999992487981,0.08413461518236871,0.19539078136734392,0.2121212115855525
331,15000US230179662004,522,126,74,,43583.0,0.19718309859154928,0.0,0.0,43583.0,0.36492890822308577,0.12258064476586888,0.74340527399663,0.0,0.21691176390841263,0.0,0.36206896482362266,0.20853080469890614
332,15000US230179665003,1272,185,324,,27708.0,0.6531165311653117,0.19259259235482395,0.0,27708.0,0.34250764473622686,0.1762767707145358,0.5584176627797445,0.0,0.111999999776,0.121999999756,0.20542317156497683,0.4143730880514173
333,15000US230179665004,481,141,31,,20568.0,0.3804347826086957,0.37116564303323424,0.0,20568.0,0.18536585275431292,0.3315508003660385,0.5499999983823529,0.0,0.10399999916800001,0.24799999801600003,0.5987525975077909,0.4634146318857823
334,15000US230179662003,928,98,282,,23194.0,0.09523809523809523,0.1755424059653996,0.0,23194.0,0.5909090894954327,0.13698630090073186,0.34393403964200936,0.0,0.027777777667548503,0.2619047608654573,0.1817155754156709,0.30143540597742724
335,15000US230179667003,1032,217,74,,53750.0,0.12686567164179105,0.16993463996753386,0.07516339844717844,53750.0,0.2283464557939116,0.19321533894805998,0.7911318543860771,0.036563071231146126,0.1462522849245845,0.16453382054015755,0.07941176458910035,0.0
336,15000US230050042001,2025,571,334,,104196.0,0.016551724137931035,0.08023255804624121,0.06511627899405084,104196.0,0.31984829289526134,0.029691211366162457,0.5546772064857198,0.0,0.04651162785004697,0.03182374537108477,0.02320987653174821,0.008849557510936084
337,15000US230050042004,2192,552,212,,90054.0,0.04153354632587859,0.04868913851599359,0.0,90054.0,0.1784776900544912,0.06782106777213487,0.8167354149577281,0.011609907111757037,0.0952012383164077,0.11609907111757037,0.022308438398492513,0.0
338,15000US230050018003,1154,132,137,,50677.0,0.027247956403269755,0.05594405584625165,0.0,50677.0,0.2185185181138546,0.029515938572000074,0.8020833325737846,0.0,0.09489051083346653,0.08880778578003919,0.015597920263779964,0.0
339,15000US230050019001,1020,137,261,,44643.0,0.0,0.10679611633204512,0.0,44643.0,0.45652173830340265,0.0,0.6078651678563313,0.0,0.11090572992438867,0.15896487955829042,0.035294117612456745,0.12318840557393405
340,15000US230050019002,1406,199,172,,76731.0,0.0,0.09983633371548882,0.0,76731.0,0.21636363597024794,0.05934065927544983,0.7422512228856025,0.015186915870108742,0.08761682232755044,0.19859813060911433,0.1367215460724971,0.11272727252231406
341,15000US230050019004,735,201,44,,73469.0,0.0,0.0,0.0,73469.0,0.26615969480547647,0.01754385961492425,0.8234349906525923,0.0,0.13492063465293525,0.09126984108875032,0.11564625834605952,0.13307984740273823
342,15000US230050019003,977,231,179,,60192.0,0.06635071090047394,0.01498929332978738,0.0,60192.0,0.3195652166965974,0.04933586328399267,0.6961690875876234,0.0,0.1197604788028733,0.12375249476296907,0.015353121785718401,0.026086956465028354
343,15000US230050048013,1789,437,391,,55739.0,0.013725490196078431,0.16784037538985871,0.16784037538985871,55739.0,0.4203102955989982,0.014248704644755564,0.5672299775406098,0.0,0.028909329791183536,0.056504599137313274,0.02427745663336563,0.11142454145074113
344,15000US230050048014,1016,247,178,38.0,52344.0,0.0,0.024122806964642966,0.0,52344.0,0.3303370779093549,0.025096525048076208,0.6523929462816209,0.027722772222331143,0.10495049484168219,0.0,0.06015779086769449,0.23146067363716702
345,15000US230050042005,285,37,105,,57083.0,0.15384615384615385,0.6542056059481177,0.6144859798726963,57083.0,0.46621621306610667,0.047619047295108526,0.5810276656876376,0.09285714219387756,0.11428571346938776,0.049999999642857146,0.09473684177285319,0.05405405368882396
346,15000US230050024003,379,82,83,,38750.0,0.0,0.7228714512139041,0.6978297150286649,38750.0,0.31325301016112644,0.0,0.6225165542300777,0.19148936068356723,0.0053191489078768675,0.2287234030387053,0.2902374662526716,0.15060240873131078
347,15000US230050042002,1641,456,216,,103800.0,0.01584786053882726,0.0,0.0,103800.0,0.2924242419811754,0.015590200428073273,0.725949878152021,0.0,0.0576923076270449,0.1018099546359616,0.007921998776403413,0.0
348,15000US230050044021,1136,278,94,,58362.0,0.05238095238095238,0.06457925623370009,0.0,58362.0,0.14225941392832758,0.006525285470594966,0.7301951771180308,0.0,0.11986863691318779,0.07389162549443083,0.15492957732840704,0.08368200819313387
349,15000US230050021011,1475,368,161,,145399.0,0.0,0.12591240852935692,0.0,145399.0,0.20876826678754015,0.0,0.7481296751885871,0.01666666664814815,0.06222222215308642,0.09333333322962963,0.002711864404941109,0.0
350,15000US230050020012,963,325,122,,65417.0,0.0,0.0,0.0,65417.0,0.4055727541623135,0.12224938845415798,0.6331269340044475,0.0,0.12813370437845764,0.027855153125751663,0.29283489066164603,0.18266253813417171
351,15000US230050020011,2566,592,602,,54310.0,0.041499330655957165,0.15271786009256438,0.0,54310.0,0.35947046806571237,0.038630377490227935,0.5588812558592339,0.007305936066387272,0.06484018258918704,0.07488584468046953,0.08635794739826536,0.2077393073240944
352,15000US230050020022,510,98,127,,69453.0,0.04741379310344827,0.0817843863130692,0.0,69453.0,0.36437246816043534,0.07534246549540252,0.6919431263224096,0.018518518449931413,0.07777777748971193,0.05925925903978052,0.01789264409961701,0.028340080856922748
353,15000US230050048023,1685,352,181,,56833.0,0.14638157894736842,0.17620650934208024,0.0909090908070605,56833.0,0.29427792875438974,0.06852035742947334,0.7437223037343261,0.005330490399434445,0.03198294239660667,0.05650319823400512,0.0795252225047328,0.13487738401242863
354,15000US230050048022,1242,211,91,,51518.0,0.06791569086651054,0.12216404865241877,0.0872600347517277,51518.0,0.1968190850957871,0.04326923071722448,0.8043893122095521,0.025125628109138657,0.06407035167830358,0.1570351756821166,0.06623058048550239,0.08747514893146094
355,15000US230050048031,1639,463,108,,55197.0,0.02702702702702703,0.03016591247335458,0.0,55197.0,0.15396578514157733,0.04675028500940674,0.7413355868627762,0.0,0.05143540663703899,0.12081339698467297,0.32458816331629764,0.18195956425822774
356,15000US230050048032,3115,601,395,,59063.0,0.1025,0.06864754091327097,0.0,59063.0,0.31683168281976715,0.059451219466881686,0.5085271315858422,0.0,0.049432739019908634,0.2050243110169981,0.07118927970218204,0.0814081407245235
357,15000US230050025013,662,136,105,,104479.0,0.0379746835443038,0.0784982932474461,0.0784982932474461,104479.0,0.2777777767489712,0.012853470403975654,0.7190388156764532,0.0,0.0,0.12499999967447917,0.019637462205985706,0.0
358,15000US230050025014,1293,177,488,,52773.0,0.03067484662576687,0.062005276963053725,0.0,52773.0,0.5274261595957438,0.0,0.5201048946502579,0.033613445321658074,0.058823529312901635,0.03529411758774098,0.10208816697440976,0.15611814324034015
359,15000US230050021014,1688,325,280,,72204.0,0.036753445635528334,0.03805774273220769,0.0,72204.0,0.2592087308878462,0.03389830504883654,0.6810966806052693,0.010964912268678824,0.05701754379712989,0.14254385949282472,0.10367298572057287,0.0
360,15000US230050021012,1130,166,153,,73875.0,0.04329004329004329,0.05490196067666282,0.05490196067666282,73875.0,0.18879668010623096,0.0,0.734611502790503,0.0,0.07005494495871574,0.06868131858697621,0.0,0.0
361,15000US230050021013,1516,409,145,,25774.0,0.0,0.0,0.0,25774.0,0.21090387344203174,0.15573770470527637,0.6315789468234866,0.0,0.019417475696735475,0.06472491898911825,0.4498680735818812,0.32855093209677055
362,15000US230050048033,1063,156,104,,106528.0,0.02702702702702703,0.0,0.0,106528.0,0.13810741652657949,0.024011299401113986,0.7654054045779402,0.0,0.1403762660776031,0.020260492011200445,0.09501411091720215,0.08951406626722745
363,15000US230050048015,399,93,82,,42654.0,0.0,0.0,0.0,42654.0,0.5477386907148809,0.0,0.5751633968131915,0.0,0.3238636345235021,0.24999999857954547,0.24561403447214528,0.3165829129819954
364,15000US230050048021,1424,352,144,,71583.0,0.024175824175824177,0.13945578207575549,0.0,71583.0,0.20158102726960272,0.041841004140333676,0.8467670497371416,0.009825327500190691,0.0655021833346046,0.15938864611420453,0.031051517268135837,0.03952569162149073
365,15000US230050044011,353,18,34,,48811.0,0.0,0.13297872269692168,0.0,48811.0,0.25766871007565206,0.19565217320415879,0.8488372068347756,0.0,0.22072071972648324,0.22972972869491112,0.016997167090659585,0.0
366,15000US230050025022,494,65,192,,66722.0,0.06862745098039216,0.0,0.0,66722.0,0.5347826063705104,0.0,0.6013985999967398,0.0,0.15503875908899706,0.038759689772249264,0.10323886618777557,0.0
367,15000US230050025021,1948,439,456,,93229.0,0.0,0.07926167200948787,0.06080347441823727,93229.0,0.40683962216174574,0.0734229575248987,0.5998759301489603,0.0,0.05022321422966159,0.08928571418606505,0.0,0.0
368,15000US230050025023,2624,883,134,,116985.0,0.04415584415584416,0.0,0.0,116985.0,0.13695395497408033,0.06387665193547969,0.7566666662462963,0.0,0.06823529406412918,0.14039215675263358,0.022865853649822465,0.0
369,15000US230050025025,1273,295,85,,122750.0,0.030162412993039442,0.0,0.0,122750.0,0.11597374154053885,0.054739652797410346,0.7208854661011689,0.022598870024577868,0.1016949151106004,0.14548022578322,0.04163393555252636,0.010940919013258383
370,15000US230050025024,1233,251,191,,95858.0,0.030501089324618737,0.24132729978683665,0.2066365004424789,95858.0,0.29821073499361683,0.03373819158739785,0.754582483956637,0.0,0.05865921779516869,0.20391061424034831,0.023789991777038562,0.029821073499361684
371,15000US230050021021,1871,291,180,,64800.0,0.048561151079136694,0.07191011227875269,0.011235955043555106,64800.0,0.19733656150443515,0.015310233670177087,0.7576312571687233,0.0,0.16039279855941668,0.09165302774823811,0.08872260818347268,0.28087167036214084
372,15000US230050022001,2897,560,485,,60417.0,0.0,0.0,0.0,60417.0,0.2033755272545354,0.0040229885034350635,0.7472434263158425,0.0,0.027120600099757298,0.15060588566035435,0.04533533156787736,0.039662447223913544
