OBJECTID,GID,pop,pop_under18,pop_over65,median_age,med_home_value,pct_home_less100grants,home_vacant,home_seasonal,pct_house_lack_plumb,med_income,pct_w_ss_income,pct_unemploy,pct_pop_labor,pct_employ_agr_for_fis,pct_employ_arts,pct_employ_retail,pct_poverty,pct_house_snap
28,15000US230190120001,1483,289,234,45.1,52143.0,0.1807465618860511,0.0467571643336996,0.024132729978683664,0.0,52143.0,0.31803797418031965,0.04368358908656011,0.6886178856190098,0.02962962959304984,0.06419753078494132,0.14074074056698674,0.07964601764489719,0.1281645567592333
29,15000US230190125001,1398,341,186,42.8,51417.0,0.334070796460177,0.13875598063994263,0.11004784671443725,0.014354066962752684,51417.0,0.3166666660802469,0.04133333327822222,0.6937669370426676,0.030598052808625795,0.05980528503504133,0.14742698171428792,0.08972503611452602,0.14629629602537722
30,15000US230190130001,940,208,136,46.2,17168.0,0.5320197044334976,0.1621621618699781,0.0,0.0,17168.0,0.45161290225459594,0.23303834739516713,0.4329501910179436,0.0,0.06923076896449705,0.06923076896449705,0.4468085101629697,0.38064516047173086
31,15000US230110109001,796,166,158,42.9,30040.0,0.28205128205128205,0.06779661000533509,0.0,0.0,30040.0,0.4155844145049756,0.10294117616782007,0.528771383314508,0.013114754055361463,0.08524590135984951,0.11147540947057243,0.2616940578233956,0.3402597393759487
32,15000US230110109002,641,134,63,34.3,47065.0,0.17532467532467533,0.12312312275338402,0.0,0.0,47065.0,0.17465753364843312,0.1713483141254261,0.6580406642180394,0.0,0.08135593192760701,0.09152542341855789,0.19032761280760122,0.21232876639613435
33,15000US230110110002,1098,232,159,34.1,50278.0,0.28040540540540543,0.0,0.0,0.0,50278.0,0.2346938770720533,0.0,0.6812705359460345,0.0,0.030546623745101892,0.03215434078431778,0.1466302366606282,0.17755102004581425
34,15000US230010107001,918,95,142,38.8,49949.0,0.2706422018348624,0.06280193221545427,0.0,0.028985507176363508,49949.0,0.355670102176108,0.025291828744568427,0.6111771693089451,0.0,0.05389221546129298,0.12175648678292118,0.11160220982143403,0.15979381402114998
35,15000US230010415003,931,259,266,47.9,42019.0,0.5302013422818792,0.18265682623126048,0.0,0.06457564563731431,42019.0,0.4695259583080678,0.0,0.5089285706712372,0.0,0.0,0.03216374259601245,0.1654135336569135,0.21896162478789702
36,15000US230010209003,1671,440,227,36.8,48542.0,0.34470377019748655,0.059633027431753784,0.0,0.0,48542.0,0.24878048740035694,0.04257528552172868,0.7476708068729263,0.010845986973052075,0.15618221241194988,0.07700650750866973,0.05206463192575426,0.19349593464472206
37,15000US230010415002,2087,505,161,34.3,59142.0,0.3653061224489796,0.0,0.0,0.03835616433101895,59142.0,0.19452054767873897,0.13322632413063698,0.7681874224610434,0.008333333325617283,0.0787037036308299,0.12592592580932782,0.14715881488724683,0.2561643832107337
38,15000US230010203001,2392,237,360,22.0,24538.0,0.34146341463414637,0.14145658243493475,0.0,0.0,24538.0,0.3588907008827232,0.11460101857843716,0.5381452715677728,0.0,0.07861936713459312,0.12943432394109844,0.20171265442272818,0.2707993470296911
39,15000US230010410002,2885,805,236,36.5,68267.0,0.2135706340378198,0.15923076910828401,0.12692307682544376,0.0,68267.0,0.21866422669838587,0.09053007737312085,0.7666666663165906,0.0,0.0779305827911391,0.1335952847848099,0.11760588025285058,0.18755718189610504
40,15000US230010410003,956,131,261,57.6,47472.0,0.3797979797979798,0.13309982463555198,0.0,0.0,47472.0,0.3454545447566575,0.09799554543876271,0.5338882276648178,0.0,0.05432098752019509,0.06419753070568511,0.04916317986489207,0.03636363629017447
41,15000US230010102002,1422,334,296,39.1,40231.0,0.23076923076923078,0.1530479894253593,0.0,0.0,40231.0,0.4180704434639044,0.05352112668518151,0.6339285708625637,0.0,0.04613095231230513,0.23214285679740645,0.14556962015079492,0.271056661146927
42,15000US230010440002,712,107,185,52.9,27632.0,0.48523206751054854,0.19999999954545455,0.0,0.0,27632.0,0.4943181804138688,0.22756410183473044,0.5157024784864422,0.04979253091372394,0.11618257213202253,0.1078838169797352,0.3103932579910207,0.38352272618317407
43,15000US230110107002,771,139,149,40.3,42642.0,0.14728682170542637,0.06913580229843012,0.0,0.0,42642.0,0.2546419091388809,0.07943925215084287,0.6772151888018747,0.0,0.08629441602463346,0.17258883204926692,0.23481781344828906,0.23872678981770082
44,15000US230110107003,817,121,313,56.1,56250.0,0.04316546762589928,0.07582938370656545,0.0,0.0,56250.0,0.5871794856738988,0.03869047607532596,0.46796657316439194,0.06811145489748775,0.04334365311658312,0.015479876113065399,0.09641532744571653,0.028205128132807365
45,15000US230190009001,2193,429,268,24.4,36395.0,0.12580645161290321,0.13256113239052622,0.0,0.0,36395.0,0.30415430221935563,0.10994764386392918,0.5123390555191314,0.012941176455363322,0.15411764687750865,0.08235294107958478,0.3589981445459193,0.2670623141438245
46,15000US230190110002,1270,276,207,39.8,55952.0,0.33726415094339623,0.17419354810613943,0.0935483869458897,0.0,55952.0,0.32812499935913086,0.03413940251189274,0.6720841293765926,0.019145802622760232,0.06038291596408996,0.09867452120961043,0.10475423037489585,0.10742187479019165
47,15000US230190020004,1024,295,186,38.6,88092.0,0.08955223880597014,0.16933638405186183,0.16933638405186183,0.0,88092.0,0.24517906268545714,0.06759098775114214,0.7693333323075555,0.0,0.04646840140061635,0.026022304784345158,0.06933593743228912,0.2341597789692568
48,15000US230190090005,1090,298,222,43.9,49107.0,0.07418397626112759,0.15999999968,0.071999999856,0.0,49107.0,0.38333333242063494,0.019193857928610638,0.6496259343520874,0.0,0.0,0.17416829711513054,0.012844036685464185,0.052380952256235826
49,15000US230190090004,752,162,13,34.7,61635.0,0.05179282868525897,0.4243119256323121,0.4243119256323121,0.0,61635.0,0.26294820612371234,0.13918629520516854,0.7915254223872451,0.03980099492586817,0.0,0.07213930330313606,0.035904255271403916,0.1633466128950334
50,15000US230190090003,1097,310,120,37.7,63750.0,0.10941475826972011,0.15581854012659066,0.09467455602628293,0.009861932919404471,63750.0,0.33177570015940255,0.03832752606563149,0.7313432826724586,0.0,0.15036231856818422,0.21014492715553457,0.07848568783149981,0.13084112118962354
51,15000US230190130002,1434,336,215,41.3,46921.0,0.3105022831050228,0.11994002980518736,0.05397301341233431,0.0,46921.0,0.29131175418856603,0.08056265974352601,0.687826086358412,0.008344923493261582,0.04450625863072843,0.23087621664690372,0.14295676419598552,0.17206132849734015
52,15000US230190312002,1778,541,170,38.6,41029.0,0.3310810810810811,0.12708600753904234,0.03337612319207173,0.021822849779431514,41029.0,0.2308823526016436,0.08343558271971094,0.6427444789883718,0.021419009342143226,0.05622489952312597,0.10040160629129638,0.16163410292384006,0.22352941143598615
53,15000US230190020002,1173,238,207,45.0,70893.0,0.09308510638297872,0.08704883208694515,0.0,0.0,70893.0,0.3906976735100054,0.06616541343433772,0.6690140838339899,0.0,0.1400966181318895,0.12077294666542199,0.08152645266129535,0.11860465088696592
54,15000US230190005001,662,89,36,29.3,16833.0,0.0,0.0,0.0,0.0,16833.0,0.1666666662326389,0.012820512779421433,0.5445026168507808,0.0,0.051948051779389444,0.2499999991883117,0.5404984415257034,0.4010416656222873
55,15000US230190090002,1422,200,174,46.0,47266.0,0.2311212814645309,0.12425149681998279,0.06736526936023163,0.0,47266.0,0.26153846109138723,0.04895104889399644,0.6941747567199232,0.018382352918649078,0.11151960770647107,0.13480392140342656,0.09251412422845047,0.18803418771276206
56,15000US230190255001,773,151,141,49.3,28021.0,0.6592592592592592,0.26844262240073236,0.2151639339853198,0.012295081942018275,28021.0,0.4481792704532794,0.1540785493834485,0.5015151507552801,0.053571428380102044,0.032142857028061224,0.18214285649234693,0.16315789452216067,0.3445378141609585
57,15000US230190002004,780,109,40,26.4,30668.0,0.0,0.23089700958322756,0.0,0.0,30668.0,0.11015118766706007,0.0,0.7180616729543882,0.018404907937822273,0.12678936579388678,0.1370143146482325,0.2769230765680473,0.2181425481249621
58,15000US230190110001,1521,257,173,42.4,56000.0,0.4020618556701031,0.08998302191853477,0.02207130726303683,0.010186757198324691,56000.0,0.3022388054062709,0.08152173904182419,0.7281853276230229,0.007100591707573265,0.07692307683204369,0.2520710056188509,0.06959459454757122,0.21455223840568613
59,15000US230190311002,744,63,263,55.3,65875.0,0.0,0.12064965169222819,0.12064965169222819,0.0,65875.0,0.4116094975946979,0.2318181812913223,0.6461086627810445,0.0,0.0,0.06804733707678302,0.0873655912804226,0.02902374662526716
60,15000US230190043003,653,115,102,43.6,70781.0,0.08641975308641975,0.16358024640870295,0.11728395025529645,0.0,70781.0,0.2472324714124263,0.039647577005181546,0.843866169435193,0.05275229345699015,0.045871559527817525,0.1055045869139803,0.027565084184433257,0.0701107008483
61,15000US230190050001,809,119,194,44.8,34773.0,0.1945945945945946,0.09049773735181507,0.0,0.0,34773.0,0.4253731332702161,0.0792838872652586,0.5530410176053168,0.0,0.0972222219521605,0.13055555519290124,0.18555417162446555,0.11194029822900424
62,15000US230190100001,2558,640,201,37.0,67931.0,0.10339943342776203,0.09643605859912363,0.0,0.0,67931.0,0.1902552201969197,0.03968253965629461,0.7279730376851358,0.01033057850528197,0.07369146000434472,0.2300275480509452,0.07907542575868799,0.08236658923159329
63,15000US230190050002,1236,337,159,41.7,58272.0,0.349862258953168,0.07608695635633271,0.0,0.0,58272.0,0.3647058814948097,0.04208754201668764,0.6213692939612352,0.0,0.09490333902477445,0.13884007005476262,0.2289644011092521,0.22823529358062283
64,15000US230190061001,1295,124,141,25.2,33698.0,0.2112676056338028,0.23122238552102742,0.03387334310180656,0.0,33698.0,0.2049808425191938,0.08020050115263096,0.657331136196597,0.0,0.12397820146596976,0.06267029964213856,0.39382239351828385,0.10919540208966398
65,15000US230190062001,757,148,229,50.9,112784.0,0.09401709401709402,0.0,0.0,0.0,112784.0,0.4423791805116016,0.04189944122374458,0.5718849831120049,0.02915451886543872,0.0845481047097723,0.07871720093668455,0.056300268021045215,0.07063196999765067
66,15000US230190062002,1095,153,163,42.2,57000.0,0.16265060240963855,0.07692307675871138,0.0,0.021367521321864272,57000.0,0.4074074064643347,0.13342898115720375,0.7313746057383268,0.0,0.03145695359030306,0.15066225140618833,0.26210045638164337,0.1180555552822788
67,15000US230190071002,1568,214,199,29.4,26938.0,0.4603174603174603,0.185503685275794,0.0,0.0,26938.0,0.39064856652994184,0.057405281219970974,0.6432791723461748,0.0,0.04263093782870775,0.20950060875822094,0.3577806120167215,0.23981900416316893
68,15000US230190071003,582,15,175,49.7,21667.0,0.7065217391304348,0.0715935333219549,0.0,0.0,21667.0,0.6840796002883592,0.0,0.2592592588020119,0.0,0.10884353667453377,0.14285714188532556,0.44673539442141685,0.30845771067547834
69,15000US230190071004,774,150,144,33.5,23494.0,0.37073170731707317,0.20689655117534073,0.0,0.0,23494.0,0.47826086796568273,0.23980815290213872,0.6682692296982865,0.0,0.08832807543114173,0.1293375390241718,0.37596899176231396,0.3177257514457333
70,15000US230190080011,1471,239,287,48.5,45192.0,0.3191881918819188,0.1522842637661367,0.08502538060275967,0.0,45192.0,0.3682634725025996,0.030379746796987663,0.6355591306230417,0.010443864216130725,0.07310704951291508,0.0900783288641275,0.08367626880406291,0.14371257463516082
71,15000US230190090001,801,169,134,44.6,43750.0,0.22083333333333333,0.257425741937065,0.1881188114155475,0.0,43750.0,0.37999999873333334,0.07055961053391822,0.6180451118525637,0.005235602080535073,0.11518324577177161,0.17015706761738988,0.15605493114100508,0.18999999936666667
72,15000US230099653001,1150,266,189,42.8,57292.0,0.11594202898550725,0.1976744182215612,0.1279069764963043,0.0,57292.0,0.5265700470372704,0.05474452544754649,0.5930735924317385,0.01930501926775093,0.1853281849704089,0.083011582851329,0.07478260863062382,0.2246376806168172
73,15000US230099659004,1148,123,222,51.1,52333.0,0.0,0.2924281980516603,0.2924281980516603,0.0,52333.0,0.3579335786753993,0.1706700377109102,0.7519011399696757,0.030487804831573467,0.08536585352840571,0.05640243893841092,0.049683830126753536,0.0
74,15000US230099652001,1293,296,159,46.9,72250.0,0.14430379746835442,0.5054112548642735,0.4805194799994378,0.0,72250.0,0.2647702401208529,0.07496823370397937,0.7655038752272249,0.006868131858697621,0.0906593405348086,0.1016483515087248,0.0781129156395105,0.12472647675114557
75,15000US230099900000,0,0,0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,15000US230099658003,434,78,127,56.2,39333.0,0.06857142857142857,0.6249999987792969,0.5332031239585876,0.0,39333.0,0.49999999739583334,0.11602209880650774,0.5196629198885873,0.21249999867187502,0.062499999609375,0.10624999933593751,0.10747663526290506,0.14583333257378472
77,15000US230099665002,1229,267,261,47.4,36154.0,0.2217391304347826,0.33499377293275995,0.22415940196244158,0.058530510512415306,36154.0,0.3876404487122838,0.08361774729758063,0.5877632892800769,0.08193668513605831,0.09869646164116115,0.09310986947279354,0.16842961743821835,0.1816479397347417
78,15000US230099663003,1571,338,208,45.6,32208.0,0.3546666666666667,0.19780219756068107,0.08302808292670563,0.04639804634139433,32208.0,0.3652968030969607,0.1362637361139959,0.6784922389663767,0.022900763329642793,0.06615776073007919,0.08015267165374979,0.19669000624017186,0.18417047156138436
79,15000US230099666002,672,129,173,43.6,41765.0,0.2943722943722944,0.5517241371383274,0.46982758553185694,0.0,41765.0,0.4262820499157627,0.016286644898089106,0.5229982955315191,0.2582781448401386,0.019867549603087585,0.11589403935134424,0.1116071426910608,0.16025640974276792
80,15000US230099653002,1010,186,165,51.5,,0.3533487297921478,0.348611110626929,0.2124999997048611,0.0,,0.3347547967276017,0.11776447082282542,0.6080097079999882,0.0,0.03167420807313528,0.31674208073135274,0.1009900989099108,0.14072494639504277
81,15000US230099659005,1440,322,133,43.5,48446.0,0.030800821355236138,0.2357723574041025,0.11653116515375181,0.0,48446.0,0.198581559931593,0.03974358969263642,0.6882556125317308,0.025367156174409673,0.1295060078377757,0.12416555390632103,0.08303507510162127,0.024822694991449124
82,15000US230099653005,805,151,149,44.8,34808.0,0.379746835443038,0.0,0.0,0.0,34808.0,0.38127853794228644,0.194444443904321,0.5504587147546502,0.0,0.10689655135552914,0.05517241360285375,0.1453416147262837,0.22831050176184817
83,15000US230099661001,1327,178,309,46.9,45380.0,0.054441260744985676,0.39174311890665764,0.32110091713660466,0.0,45380.0,0.36199094968025497,0.041131105345589836,0.6807958471619412,0.05093833773332662,0.21849865922453263,0.10187667546665324,0.1153262518093124,0.17194570109812113
84,15000US230099657001,1414,291,273,43.1,35667.0,0.33695652173913043,0.405769230379068,0.3009615381721523,0.008653846145525147,35667.0,0.3543689314654224,0.11999999983448276,0.6271626292152572,0.07210031336661393,0.09247648888326569,0.18495297776653138,0.17902995707629815,0.2880258895015762
85,15000US230099651001,55,7,7,57.3,60625.0,0.25925925925925924,0.959398494797897,0.9458646602317825,0.0030075187924698964,60625.0,0.18518517832647488,0.04999999875000003,0.8163265139525202,0.26315788781163457,0.0,0.18421052146814418,0.16363636066115708,0.07407407133058995
86,15000US230099658001,1354,319,288,44.9,43934.0,0.27970297029702973,0.41593886417473924,0.3242358075062928,0.009825327500190691,43934.0,0.3850467282522491,0.14691151895340315,0.5536044357175559,0.15655577268775778,0.058708414757909166,0.07632093918528192,0.17952522241874982,0.17009345762599354
87,15000US230099654002,1443,194,324,51.8,59432.0,0.12078152753108348,0.2560553630264644,0.2249134945502728,0.0,59432.0,0.36434108470644794,0.027707808529335253,0.6326693222050443,0.03497409321894548,0.05181347143547478,0.16839378216529302,0.10706787956118412,0.06201550377982092
88,15000US230099653003,750,132,155,50.3,23029.0,0.5081081081081081,0.15955056143921223,0.0,0.0,23029.0,0.2673796784294661,0.03733333323377778,0.5933544294408949,0.0,0.13850415474098574,0.24099722924931516,0.23333333302222223,0.39572192407560985
89,15000US230010101002,970,181,117,37.1,21857.0,0.3770491803278688,0.09461966587269079,0.0,0.03525046375649265,21857.0,0.29918032725577803,0.16827852965516726,0.6414392051595047,0.006976744169821525,0.07906976725797729,0.26279069706327746,0.31443298936656394,0.5122950809174281
90,15000US230190003003,1438,372,195,34.0,35089.0,0.3210332103321033,0.052067381237262816,0.0,0.0612557426320739,35089.0,0.29240710776670903,0.04699738897258827,0.6779808523255171,0.0,0.1301369861231,0.15205479431225372,0.1279554936523258,0.26655896564368503
91,15000US230310330002,1346,405,231,35.1,51947.0,0.03125,0.04790419152114932,0.0,0.0,51947.0,0.2725366870596715,0.05497771165679389,0.6978417259014987,0.0,0.04245283012192951,0.1918238990694593,0.08874801894710933,0.2306079659735682
92,15000US230310340016,226,0,141,67.5,30481.0,0.0,0.8147345603307318,0.7204767056116179,0.0,30481.0,0.5906432713997469,0.3428571330612248,0.1548672559519148,0.0,0.0,0.0,0.19999999904761906,0.0
93,15000US230259653023,250,12,65,53.5,36250.0,0.34210526315789475,0.8869863006104568,0.8356164376407392,0.005136986296971758,36250.0,0.30303030073461895,0.03053435091195152,0.5481171525183383,0.11023621960443922,0.3307086588133177,0.11811023529047059,0.24799999900800002,0.12121212029384758
94,15000US230259663002,918,117,226,50.7,47375.0,0.30386740331491713,0.6156982664467907,0.5616717629340757,0.0,47375.0,0.4986737387303084,0.11401425151065499,0.5121654494985822,0.12332439645221341,0.06702412850663772,0.07774798906769977,0.10891089096929495,0.12201591479571375
95,15000US230259653024,37,4,16,64.5,,0.2608695652173913,0.9309309281353426,0.8648648622676731,0.0,,0.6956521436672981,0.0,0.5151514995408637,0.11764705190311459,0.0,0.0,0.0,0.0
96,15000US230259663001,1012,165,283,53.4,39850.0,0.4152173913043478,0.48045267440282646,0.44238683082058966,0.0349794238323257,39850.0,0.4831683158749142,0.051383399107937947,0.5822784803426024,0.024999999947916667,0.0937499998046875,0.10624999977864584,0.17687747018095112,0.15445544523870208
97,15000US230259653011,921,203,161,44.2,39464.0,0.46875,0.5018181812099174,0.3442424238251607,0.010909090895867769,39464.0,0.362530412743235,0.04444444434567901,0.6040268448268096,0.07441860447809627,0.06744186030827475,0.11627906949702542,0.14874141859411738,0.1532846711598913
98,15000US230010104001,1739,385,432,42.0,59500.0,0.15942028985507245,0.05263157886342651,0.0,0.019138755950336914,59500.0,0.3720538714275187,0.026004728101649256,0.6017069697000661,0.0,0.08252427174450938,0.1771844658043878,0.12361743648430876,0.10774410756272036
99,15000US230010104002,666,206,130,38.3,67500.0,0.125,0.023809523715041574,0.0,0.015873015810027716,67500.0,0.4024390227543129,0.01869158872681748,0.6888412002385382,0.0,0.13333333291005292,0.07936507911312674,0.03296703291527938,0.06097560950822923
100,15000US230010105002,1037,290,173,37.0,27917.0,0.17218543046357615,0.10771992799332149,0.0,0.0,27917.0,0.3661971823617763,0.018145161253739595,0.6595744672080127,0.010266940430663367,0.11498973282342971,0.18685831583807327,0.2871093747196197,0.3078470818755592
101,15000US230310340015,683,0,329,64.2,51071.0,0.04081632653061224,0.7519685034435901,0.6154855639005999,0.0,51071.0,0.5529100514473279,0.11976047868335186,0.48901903295897653,0.0,0.13945578183858579,0.18707482929566385,0.04978038060061438,0.044973544854567345
102,15000US230310340014,930,105,383,60.6,60066.0,0.0,0.6048604855041759,0.5715571552011186,0.0,60066.0,0.539863324510562,0.0,0.47225368009937296,0.0,0.1270983210381335,0.13908872868324046,0.04408602145797202,0.11161731181863938
103,15000US230310340011,541,36,311,68.2,65114.0,0.03875968992248062,0.723174030006155,0.631199278060235,0.0,65114.0,0.7328990204140097,0.046874999755859376,0.374269005118384,0.021857923377825557,0.13114754026695333,0.098360655200215,0.06378986854823665,0.04885993469426731
104,15000US230310340013,796,94,182,52.1,73750.0,0.018461538461538463,0.5250320917522052,0.48908857446843573,0.0,73750.0,0.4216216204821037,0.007159904517518128,0.5827538239461004,0.04086538451715052,0.0865384613304364,0.1826923072531435,0.048994974812820384,0.06486486468955442
105,15000US230190004001,2443,437,292,37.2,48532.0,0.07246376811594203,0.08937605388754126,0.0,0.0,48532.0,0.2833333330709876,0.06794055196890264,0.6988130560342171,0.006074411536769618,0.1693242215874531,0.12300683361958478,0.23644703910073103,0.3129629626731824
106,15000US230190005002,1322,334,123,31.7,30156.0,0.09401709401709402,0.05555555545599363,0.0,0.0,30156.0,0.27703984767165113,0.19082568772325562,0.5444555439116329,0.0,0.12471655300517788,0.06802721073009703,0.3866203298117981,0.4307400371333206
107,15000US230310340017,2232,483,516,47.3,47266.0,0.05372405372405373,0.5158959535087206,0.5158959535087206,0.0,47266.0,0.33432835787629017,0.029712163389310896,0.5689381930433501,0.0,0.1875598084329571,0.019138755962546643,0.021505376334450998,0.08258706459444073
