OBJECTID,GID,pop,pop_under18,pop_over65,median_age,med_home_value,pct_home_less100grants,home_vacant,home_seasonal,med_income,pct_w_ss_income,pct_poverty
20,15000US230299559003,1061,189,192,49.3,40333.0,0.32620320855614976,0.5347368415423823,0.4399999995368421,40333.0,0.4004524877817817,0.11542100272902459
21,15000US230299563002,1338,257,254,47.2,39357.0,0.4488517745302714,0.4129763126539894,0.19773429433806972,39357.0,0.34035087659587565,0.2438109525552806
22,15000US230299564003,1166,213,223,46.3,42500.0,0.33962264150943394,0.3969465643804751,0.25699745514376915,42500.0,0.40084388101087787,0.1986062716040015
23,15000US230299564002,1004,228,210,43.1,37670.0,0.5478260869565217,0.33276157747382235,0.23842195499413044,37670.0,0.48843187535107485,0.1752988046062761
24,15000US230299553002,520,86,74,49.8,46500.0,0.42735042735042733,0.6043613697751381,0.4890965724468901,46500.0,0.2755905500961002,0.07884615369452663
25,15000US230299554002,835,139,165,46.9,48393.0,0.5916955017301038,0.23790322532680802,0.11693548363521072,48393.0,0.3227513218974833,0.10778443100864141
26,15000US230299554001,719,96,158,46.2,45500.0,0.8473895582329317,0.26914660772615623,0.0831509845007637,45500.0,0.308383232609631,0.07323943651656417
27,15000US230299559001,1026,239,148,41.5,42841.0,0.46285714285714286,0.3106180660687511,0.22979397744882096,42841.0,0.36551724053904083,0.1949317736891503
28,15000US230039518001,1658,548,157,27.0,23506.0,0.6284153005464481,0.06043165458930697,0.0028776978375860463,23506.0,0.21439509921225866,0.363088057682094
29,15000US230299563003,602,107,139,47.5,32500.0,0.3684210526315789,0.3212435224838251,0.22538860045236114,32500.0,0.4007633572489948,0.16777408610004305
30,15000US230299555001,541,72,50,52.9,35972.0,0.6622807017543859,0.13731343242593005,0.0,35972.0,0.18685121042612038,0.12384473174890068
31,15000US230299555002,1060,208,251,49.2,40521.0,0.7229299363057324,0.11368015392354498,0.0,40521.0,0.3195652166965974,0.2660377355980776
32,15000US230299563001,932,194,191,45.0,36898.0,0.47109826589595377,0.33811802178928546,0.2089314191245113,36898.0,0.39759036048773405,0.18494623636027285
33,15000US230299565001,1096,251,238,44.1,31944.0,0.49473684210526314,0.3042212513766794,0.0960698688557935,31944.0,0.4414225932187812,0.13456221185754633
34,15000US230039518002,646,101,168,51.5,40000.0,0.4585152838427948,0.16129032218042103,0.0,40000.0,0.4201183419523126,0.18111455080322825
35,15000US230039519001,1068,236,171,42.5,51528.0,0.2972972972972973,0.1367837335734127,0.029574861313170313,51528.0,0.29978586659574763,0.045155221029957456
36,15000US230039519002,1673,166,584,54.4,31776.0,0.36942675159235666,0.06900452480881841,0.005656108590886755,31776.0,0.4398541914461067,0.15344262285020155
37,15000US230039520002,1303,288,109,35.4,45577.0,0.46226415094339623,0.24394184128603902,0.063004846424871,45577.0,0.22649572601176127,0.11577028248334521
38,15000US230039520001,1952,347,191,27.1,32176.0,0.6686390532544378,0.08345323728999535,0.06762589918327208,32176.0,0.32339089431178825,0.3121424028530563
39,15000US230039504001,833,126,153,51.3,34625.0,0.5037593984962406,0.212631578499723,0.12842105236121884,34625.0,0.4037433144284938,0.20818291190351035
40,15000US230299564001,902,152,131,47.6,33750.0,0.453416149068323,0.2672897191265613,0.09719626150056773,33750.0,0.3469387746251562,0.2198421643519254
41,15000US230299558004,644,196,131,36.6,38938.0,0.34285714285714286,0.4156479207441371,0.24205378913923278,38938.0,0.3933054376849145,0.09472049674732842
42,15000US230299551002,639,97,160,47.6,35000.0,0.6278026905829597,0.541195475700815,0.40387722067225007,35000.0,0.49999999823943664,0.19092331738509652
43,15000US230299558003,664,158,134,44.2,30000.0,0.47863247863247865,0.429245282006497,0.19339622595897116,30000.0,0.4173553701762175,0.36825885921685847
44,15000US230299558002,739,124,137,51.0,40455.0,0.5378787878787878,0.398467432186844,0.24137930988241513,40455.0,0.4044585974380299,0.09203296690654812
45,15000US230299565003,1354,278,270,46.3,33977.0,0.37305699481865284,0.36640360725320903,0.266065388651561,33977.0,0.3772241986170388,0.24741506628699034
46,15000US230299551003,925,176,191,51.4,33125.0,0.5686813186813187,0.7719298241510207,0.6927166397167906,33125.0,0.44289044185806425,0.1335504884543426
47,15000US230299556002,516,135,44,30.0,22969.0,0.6176470588235294,0.13306451559248178,0.012096774144771073,22969.0,0.20930232460789616,0.44094488102176205
48,15000US230299558001,560,34,187,58.4,19125.0,0.39072847682119205,0.4794776110457507,0.2873134322997884,19125.0,0.5483870948086484,0.19920318685417693
49,15000US230039502002,855,85,271,56.6,32750.0,0.5365853658536586,0.014925373097200564,0.0,32750.0,0.5126262613317518,0.18292682902042434
50,15000US230039502004,1068,188,243,47.0,32917.0,0.6650717703349283,0.06801007539544061,0.02267002513181354,32917.0,0.48918918786705623,0.2958801495356927
51,15000US230039502003,666,98,169,50.2,19300.0,0.910958904109589,0.1383812006830778,0.04438642286060986,19300.0,0.5575757558861341,0.24474474437726015
52,15000US230039510003,891,229,128,43.8,35795.0,0.7805907172995781,0.1505882349397924,0.025882352880276818,35795.0,0.39612188255921915,0.1108597283813804
53,15000US230039510004,913,176,153,43.9,27885.0,0.7226027397260274,0.04186046501892915,0.011627906949702543,27885.0,0.39805825146102364,0.2010989008779133
54,15000US230039507004,0,0,0,,,,0.9999999968652038,0.9999999968652038,,0.0,0.0
55,15000US230299562003,1225,101,184,24.7,34219.0,0.4472573839662447,0.23242187454605104,0.060546874881744386,34219.0,0.23918575002751719,0.165727170049913
56,15000US230299562001,729,191,80,33.2,39554.0,0.4911504424778761,0.23142857076734694,0.0714285712244898,39554.0,0.19702602157239396,0.17541436439859895
57,15000US230299562002,1191,286,164,31.5,31103.0,0.45871559633027525,0.11968503918159837,0.009448818882757766,31103.0,0.2969588545671577,0.30226700226509906
58,15000US230299553001,898,226,140,42.3,37768.0,0.49683544303797467,0.2729083659902224,0.09561752969000492,37768.0,0.33424657442672173,0.21082299863492335
59,15000US230299559002,980,213,168,43.4,32763.0,0.47246376811594204,0.2869269944194788,0.13752122217738333,32763.0,0.3309523801643991,0.19146722144488323
60,15000US230299556001,1494,390,204,45.1,32402.0,0.45940959409594095,0.30502793262008054,0.1798882679554321,32402.0,0.3456591634314161,0.23087248306652852
61,15000US230299565002,1175,283,247,41.0,33529.0,0.4351145038167939,0.4374255060340578,0.2896305121696895,33529.0,0.45127118548459494,0.22013651858350125
62,15000US230299561002,1043,168,187,42.0,42614.0,0.3252279635258359,0.4203124993432617,0.27187499957519534,42614.0,0.3342318050290248,0.15707964584393844
63,15000US230299561001,1344,332,195,40.0,35417.0,0.3764172335600907,0.32964329602749903,0.21894218915259264,35417.0,0.32477064160592545,0.22347629780024356
64,15000US230299555003,1591,269,552,56.7,30020.0,0.5186567164179104,0.1989295270303929,0.12488849230607627,30020.0,0.5200445428507299,0.11745189109658136
65,15000US230299557001,1425,295,315,52.3,30600.0,0.4980237154150198,0.37111517333536087,0.20749542942642096,30600.0,0.49418604579333425,0.19438596477586947
66,15000US230299551001,1216,373,106,34.9,28942.0,0.8566037735849057,0.4546583845283747,0.36770186289726475,28942.0,0.2756264230623544,0.3651315786470957
67,15000US230039510002,1085,243,151,41.7,42404.0,0.635678391959799,0.15779092671047154,0.05917159751642683,42404.0,0.318501170214283,0.14562211968145425
68,15000US230039507005,191,14,76,61.2,20417.0,0.6559139784946236,0.590038311915562,0.5172413773285771,20417.0,0.4953270981745131,0.21989528680683096
69,15000US230039501004,682,111,179,54.3,49286.0,0.4609375,0.7068273085272818,0.6335341359101063,49286.0,0.46232876553997,0.06636500744138008
70,15000US230039509002,1008,203,125,39.1,42500.0,0.659942363112392,0.21771217672008825,0.09040590389224003,42500.0,0.3490566029503382,0.10692464347563682
71,15000US230039529004,368,71,51,50.6,39531.0,0.7602739726027398,0.6065989832319822,0.4796954302545801,39531.0,0.2709677401873049,0.08152173890890832
72,15000US230039529002,414,70,127,51.5,30724.0,0.42948717948717946,0.7216174172292109,0.664074649044985,30724.0,0.43575418750975314,0.18357487878363557
73,15000US230039529003,360,51,87,51.8,36713.0,0.7225806451612903,0.5953002595422969,0.4151436020492334,36713.0,0.5870967704058273,0.13888888850308642
74,15000US230039521002,738,181,97,39.9,42574.0,0.6507936507936508,0.1556195960933153,0.0,42574.0,0.3071672344465282,0.055555555480277026
75,15000US230039523001,640,116,128,47.2,31111.0,0.6052631578947368,0.19875776335789513,0.08385093141661201,31111.0,0.472868215221441,0.13906249978271484
76,15000US230039512001,859,237,209,40.3,33792.0,0.4110032362459547,0.12113402030635562,0.12113402030635562,33792.0,0.45161290190142844,0.1079478053286503
77,15000US230039512002,548,95,90,41.1,53958.0,0.427536231884058,0.0697674416286796,0.0,53958.0,0.29999999892857143,0.0784671531414833
78,15000US230039512003,1376,335,303,44.6,35625.0,0.7342995169082126,0.02693602689068009,0.0,35625.0,0.48269896110259697,0.17441860452440508
79,15000US230039513001,1362,316,125,41.5,45581.0,0.48414376321353064,0.06885245890352056,0.06885245890352056,45581.0,0.2852112671035013,0.12995594704114835
80,15000US230039513004,461,66,82,50.6,37054.0,0.8111587982832618,0.13059701443807084,0.0,37054.0,0.4420600839396563,0.022075055138907163
81,15000US230299900000,0,0,0,,,,0.0,0.0,,0.0,0.0
82,15000US230039513003,486,93,66,43.6,31750.0,0.8496732026143791,0.23397435822444115,0.032051281948553584,31750.0,0.3765690360813011,0.1563786005012786
83,15000US230039513002,814,134,214,50.1,47169.0,0.41975308641975306,0.12368421020083102,0.005263157880886426,47169.0,0.5285285269413558,0.09842519672122678
84,15000US230039514001,1192,328,74,36.4,46250.0,0.7411444141689373,0.14003590639131794,0.0,46250.0,0.21711899745904176,0.07718120798894193
85,15000US230039514002,1137,289,171,38.7,41094.0,0.7147435897435898,0.07399577151375102,0.0,41094.0,0.2762557071318363,0.09938434467952123
86,15000US230039529001,1556,362,201,43.8,37639.0,0.6241900647948164,0.23845193478345575,0.09612983758285913,37639.0,0.3262295076619188,0.10802069850710173
87,15000US230039511002,958,228,118,39.8,45650.0,0.5214521452145214,0.13053097316254209,0.050884955639635056,45650.0,0.3689567420637233,0.12943632554338588
88,15000US230039501001,641,197,133,41.6,26591.0,0.5610859728506787,0.24645892281456397,0.09915014136218091,26591.0,0.3834586451749675,0.16380655200654204
89,15000US230039511003,865,176,131,44.1,41667.0,0.4827586206896552,0.05729166651746962,0.031249999918619792,41667.0,0.28176795502274044,0.07283236985799726
90,15000US230039501002,684,97,192,52.1,22098.0,0.6550387596899225,0.30133928504165336,0.05357142845184949,22098.0,0.47923322530596413,0.26608187095602065
91,15000US230039527003,856,161,146,50.3,36500.0,0.532051282051282,0.20833333289930556,0.11041666643663195,36500.0,0.46578947245844876,0.12967289704477467
92,15000US230039527001,565,74,72,48.9,41979.0,0.6493506493506493,0.34999999907894735,0.28684210450831027,41979.0,0.36032388518087494,0.10619469007753152
93,15000US230039507003,847,112,272,52.7,32875.0,0.5448275862068965,0.6311010208500556,0.5255391594488772,32875.0,0.5630769213443787,0.1330645159501821
94,15000US230039517005,1123,272,168,41.3,38000.0,0.6041666666666666,0.1342155006914641,0.02079395081135359,38000.0,0.30786026133654965,0.16741271247322048
95,15000US230039517004,792,136,62,41.6,41284.0,0.7172131147540983,0.0,0.0,41284.0,0.2516129024141519,0.13589743572320842
96,15000US230039517001,568,58,105,46.4,27310.0,0.6,0.0,0.0,27310.0,0.44664031444015684,0.09507042236783377
97,15000US230039517003,506,139,86,35.1,50208.0,0.9315068493150684,0.4171122983499671,0.2593582880765821,50208.0,0.389908255092164,0.14822134358059022
98,15000US230039517002,1647,375,311,44.3,29243.0,0.782608695652174,0.07959641246682017,0.035874439421665426,29243.0,0.38124238686815787,0.17953431361548142
99,15000US230039506003,1581,331,299,44.3,38810.0,0.3862745098039216,0.08827404467948084,0.0,38810.0,0.355491328966053,0.04996837441494726
100,15000US230039506001,1742,423,315,34.6,30250.0,0.49678800856531047,0.21406086021609563,0.101783840396869,30250.0,0.4085447257562821,0.2363853978238268
101,15000US230039506002,808,122,86,51.0,57443.0,0.5672131147540984,0.04984423660484662,0.0,57443.0,0.19344262231658158,0.0346534653036467
102,15000US230039504002,1044,177,264,50.5,43688.0,0.5959885386819485,0.10888888864691358,0.03333333325925926,43688.0,0.3740648369724069,0.04442148755741582
103,15000US230039502001,532,114,132,47.3,33393.0,0.746268656716418,0.097959183273636,0.044897959000416494,33393.0,0.45701357259269876,0.10338345845228673
104,15000US230039526001,1019,241,126,41.1,34438.0,0.593939393939394,0.21784232319949726,0.1348547715044507,34438.0,0.33421750574478115,0.20608439626488284
105,15000US230039524004,1164,185,311,48.9,29451.0,0.6260162601626016,0.0,0.0,29451.0,0.5038022804110223,0.1894639554626026
106,15000US230039524001,1271,268,230,42.4,39844.0,0.6903225806451613,0.10766721026481695,0.0,39844.0,0.40036562998105,0.16522423275749468
107,15000US230039525003,424,57,93,53.6,46471.0,0.4034090909090909,0.0536585363236169,0.0536585363236169,46471.0,0.5154639148687428,0.03773584896760413
108,15000US230039525001,1300,213,225,48.0,35216.0,0.6494565217391305,0.033018867872611844,0.011006289290870615,35216.0,0.352845527881552,0.09769230761715976
109,15000US230039524002,772,258,66,30.2,28964.0,0.6020408163265306,0.10704225321959929,0.028169014005157707,28964.0,0.28075709690612904,0.3225388596858305
110,15000US230039524003,616,134,156,49.5,22022.0,0.851063829787234,0.10277777749228395,0.0,22022.0,0.5294117630668367,0.15474209624834925
111,15000US230039525002,658,144,150,48.3,41250.0,0.8578431372549019,0.08250825055277805,0.013201320088444489,41250.0,0.29496402771595676,0.24012158018218605
112,15000US230039527002,1340,352,210,39.4,36083.0,0.48418491484184917,0.37379807647380037,0.35216346111518815,36083.0,0.41458733125798974,0.1881113617847168
113,15000US230039516001,802,121,212,49.0,22115.0,0.8253968253968254,0.14814814784331656,0.032921810631848125,22115.0,0.3985507236749983,0.26142131946520136
114,15000US230039516002,1688,300,177,29.0,42760.0,0.7681940700808625,0.1649484533653189,0.0,42760.0,0.3174603169004227,0.3100490194178621
115,15000US230039503005,636,115,172,50.1,31528.0,0.5758754863813229,0.36808510559981894,0.33829787162064284,31528.0,0.4242424228139986,0.10377358474249436
116,15000US230190311001,1343,388,237,37.0,47802.0,0.41448692152917505,0.0,0.0,47802.0,0.30612244841164665,0.0752047653944864
117,15000US230190205001,1090,280,132,39.8,37946.0,0.49854227405247814,0.1613545813518833,0.017928286816875923,37946.0,0.3016627071219413,0.1706422016783099
118,15000US230190080011,1422,298,254,44.8,44762.0,0.35789473684210527,0.22102425846223145,0.14959568712992494,44762.0,0.3667820062858443,0.07336182330957135
119,15000US230190041001,917,217,48,26.4,25700.0,0.4380952380952381,0.0,0.0,25700.0,0.10103626916829982,0.410032714929081
120,15000US230190042002,1699,323,309,44.3,73850.0,0.047787610619469026,0.0,0.0,73850.0,0.28869047576087725,0.0
121,15000US230099666003,1202,212,297,44.7,44100.0,0.18,0.4924845265318439,0.3757736513034715,44100.0,0.40243902368913065,0.07903494169797425
122,15000US230099665003,1005,123,287,57.2,46156.0,0.25229357798165136,0.48746238667255526,0.3560682042567019,46156.0,0.352250488547455,0.09638554207190207
123,15000US230099655031,640,96,166,49.1,52295.0,0.13106796116504854,0.23631840737234228,0.057213930205935494,52295.0,0.50814332082038,0.031249999951171874
124,15000US230190043001,796,101,267,49.5,56042.0,0.0,0.1214128032639894,0.0,56042.0,0.46733668224287267,0.06030150746193278
125,15000US230190043003,952,109,303,49.9,54018.0,0.21241050119331742,0.060538116456192566,0.060538116456192566,54018.0,0.45584725428198747,0.029411764674987642
126,15000US230190043004,914,212,144,28.3,22097.0,0.3202614379084967,0.0,0.0,22097.0,0.2869565211153119,0.28665207846099333
127,15000US230190270001,2075,371,604,52.1,26483.0,0.5959595959595959,0.15885947030666042,0.09979633391059436,26483.0,0.5024213068977951,0.25192012275887343
128,15000US230190110002,1287,300,84,42.7,45909.0,0.19607843137254902,0.08503401346082651,0.03231292511511407,45909.0,0.2267657988350078,0.08391608385088105
129,15000US230190110001,1448,335,127,35.3,50665.0,0.4180478821362799,0.10087719283497487,0.014619883019561575,50665.0,0.18211382084209135,0.1408839778032569
130,15000US230190312001,1565,428,85,32.5,42206.0,0.4718498659517426,0.07905138324298146,0.053359683689012484,42206.0,0.2253218879284938,0.2190152799499021
131,15000US230190090001,941,215,48,42.3,41731.0,0.2736842105263158,0.199152541950948,0.1546610166214809,41731.0,0.14814814775622184,0.132821075595147
132,15000US230190140001,1240,262,311,47.5,42719.0,0.3989071038251366,0.05234657030262352,0.012635379038564298,42719.0,0.46095238007437644,0.1741935482466181
133,15000US230190140002,927,196,64,40.2,34138.0,0.45483870967741935,0.34219269046147394,0.09468438522477676,34138.0,0.27020201951969186,0.17105263139138965
134,15000US230190312002,1900,556,195,34.4,50428.0,0.36981757877280264,0.09150326785424409,0.0,50428.0,0.3035971218653279,0.2340764329967747
135,15000US230190312003,931,278,178,48.5,40909.0,0.3873015873015873,0.13235294085207613,0.0465686273368416,40909.0,0.4548022586022535,0.07948442526371167
136,15000US230190150002,926,229,149,41.5,40227.0,0.43724696356275305,0.21777777729382716,0.07111111095308642,40227.0,0.4517045441712939,0.2237991263932324
137,15000US230190150001,670,160,131,47.5,33125.0,0.38666666666666666,0.16202531604550552,0.0,33125.0,0.38972809549931087,0.20597014894631321
138,15000US230190125002,1135,209,161,45.7,53839.0,0.31851851851851853,0.17132215982994012,0.07262569818877897,53839.0,0.3101123588536801,0.0772646535725891
139,15000US230190090002,1197,243,254,45.7,46304.0,0.34974093264248707,0.12966252197218026,0.06927175831390452,46304.0,0.39591836653894213,0.18987341756128823
140,15000US230190090003,815,114,97,47.7,55625.0,0.19484240687679083,0.10879629604445303,0.062499999855324076,55625.0,0.31168831087873167,0.04907975454100644
141,15000US230190135002,1128,280,133,44.1,47841.0,0.2930591259640103,0.10905349771799693,0.0,47841.0,0.3533487289760999,0.1724444442911605
142,15000US230190155002,1085,244,141,44.7,44313.0,0.4621409921671018,0.1377870560797765,0.04384133602538343,44313.0,0.32687651252572275,0.17729831127833176
143,15000US230190155001,1016,230,103,39.7,38636.0,0.4498567335243553,0.2499999995404412,0.18198529378311526,38636.0,0.27696078363490007,0.19389763760443146
144,15000US230190313003,1793,442,134,39.0,54438.0,0.2889983579638752,0.013157894717605418,0.0,54438.0,0.2251851848515775,0.09871723363150181
145,15000US230190313002,2702,671,250,38.8,75375.0,0.14099526066350712,0.23473433764097196,0.21332275954534274,75375.0,0.24766839352573222,0.048255382313194
146,15000US230190020004,1204,333,164,40.5,59965.0,0.0,0.08897485476020338,0.0,59965.0,0.2908704877051582,0.09717607965350823
147,15000US230190020005,1837,577,112,39.3,82143.0,0.19696969696969696,0.08299319716599565,0.014965986374195937,82143.0,0.12908011850284848,0.0
148,15000US230190020003,1460,369,144,34.6,91058.0,0.06807511737089202,0.07881773386072621,0.0,91058.0,0.18181818149408524,0.08767123281666353
149,15000US230190020002,1555,436,226,37.9,85156.0,0.0,0.0831889080014057,0.0831889080014057,85156.0,0.3024574663469613,0.009646302244600448
150,15000US230190100002,2125,483,244,42.8,54821.0,0.14384508990318118,0.07917570490328014,0.031453362221851015,54821.0,0.3133097758382688,0.005176470585799308
151,15000US230190120001,1575,345,173,39.9,60682.0,0.18998272884283246,0.10644257688173309,0.04901960777448234,60682.0,0.28213166099979364,0.07395498387527011
152,15000US230190020001,1065,111,210,44.8,82237.0,0.06905370843989769,0.062256809217399206,0.0,82237.0,0.28215767576315837,0.05258215957504022
153,15000US230190100001,2205,511,338,42.6,67656.0,0.17150063051702397,0.031082529441497826,0.0,67656.0,0.3340707960906297,0.05624711846185011
154,15000US230190100003,914,184,122,37.5,40804.0,0.3263157894736842,0.02073732714115823,0.0,40804.0,0.12235294088858131,0.03218645945373312
155,15000US230190090005,859,145,116,48.0,52083.0,0.28205128205128205,0.04038004741002364,0.04038004741002364,52083.0,0.1905940589341731,0.11874272395955446
156,15000US230190090006,1354,253,147,49.3,44063.0,0.2770137524557957,0.07288629726984505,0.07288629726984505,44063.0,0.32389937055990664,0.0915805021480203
157,15000US230190090004,836,242,61,35.8,61500.0,0.09174311926605505,0.24886877771749147,0.24886877771749147,61500.0,0.14759036100123385,0.07057416259500698
158,15000US230190205002,1451,351,136,38.8,44732.0,0.3198458574181118,0.3029239762538901,0.21754385939468554,44732.0,0.26845637538849604,0.1632088518926633
159,15000US230190313001,1198,238,110,44.3,40705.0,0.5172413793103449,0.10016977911685945,0.0662139217891105,40705.0,0.3094339616803133,0.0919831222852463
160,15000US230190180001,2740,734,318,38.2,52302.0,0.31520532741398444,0.08865248219091092,0.03634751769827348,52302.0,0.26459143943133123,0.14103046252687837
161,15000US230190245001,893,156,215,49.5,39904.0,0.7108433734939759,0.5672853821725228,0.46403712243151146,39904.0,0.5067024115101812,0.1534154533556378
162,15000US230190265001,1223,220,144,44.7,42300.0,0.7416481069042317,0.1201353635869114,0.033840947489270815,42300.0,0.30192307634245563,0.1509433961025895
163,15000US230190080013,1664,202,258,43.1,44500.0,0.5126353790613718,0.0,0.0,44500.0,0.31586021462922015,0.15744680841492595
164,15000US230190080012,1391,330,180,37.1,47872.0,0.2896174863387978,0.12218649498040757,0.03697749190196545,47872.0,0.2930402925035892,0.09553158698341171
165,15000US230190290002,1905,420,443,48.1,32742.0,0.6357504215851602,0.31884057942134003,0.2210144925534289,32742.0,0.45478723343778293,0.23267326719874956
166,15000US230190300002,648,38,205,52.6,35139.0,1.0,0.26508620632524527,0.14224137900379014,35139.0,0.44281524796828375,0.013745704443735903
167,15000US230190300001,1471,327,392,43.2,39453.0,0.6032608695652174,0.0,0.0,39453.0,0.5294117638408304,0.06946354878303744
168,15000US230190130002,1251,119,381,51.3,41484.0,0.3815261044176707,0.2307692304829166,0.11290322566637317,41484.0,0.4370967734885536,0.08233413262803026
169,15000US230190130003,717,69,105,50.0,49250.0,0.2454212454212454,0.2753623181754533,0.1690821251954538,49250.0,0.46999999843333334,0.08647140852653917
170,15000US230190130001,1273,311,223,37.4,24464.0,0.35443037974683544,0.11209439511490502,0.03834808253930961,24464.0,0.3853820591604949,0.30706075508451497
171,15000US230190071003,448,22,151,35.20000000000001,20536.0,0.16049382716049382,0.0926517568924864,0.0,20536.0,0.4366197167724658,0.3928571419802296
172,15000US230190071004,768,182,118,41.6,59408.0,0.18503937007874016,0.0,0.0,59408.0,0.3396825386041824,0.12109374984232585
173,15000US230190071002,1825,487,182,23.8,28465.0,0.29708222811671087,0.052303860457903036,0.01494396013082944,28465.0,0.2680683307909746,0.2796892340290293
174,15000US230190062002,1258,358,130,29.6,45400.0,0.27335640138408307,0.10536779303107795,0.051689860732226915,45400.0,0.21999999951111113,0.16680361531076118
175,15000US230190061001,823,126,124,34.7,35163.0,0.23628691983122363,0.14823008816763256,0.0,35163.0,0.24415584352167313,0.19441069235187036
176,15000US230190061002,1655,76,88,22.1,31932.0,0.11386138613861387,0.08678237638613835,0.0,31932.0,0.11111111094866796,0.49184290000492875
177,15000US230190062003,949,138,220,49.4,70068.0,0.03409090909090909,0.08141962404714066,0.02713987468238022,70068.0,0.4704545443853306,0.036880927253023256
178,15000US230190062001,416,72,149,51.4,48906.0,0.171875,0.08585858542495664,0.0,48906.0,0.370165743811239,0.10655737675803996
179,15000US230190063001,935,91,46,21.2,18594.0,0.07142857142857142,0.15714285658163266,0.0,18594.0,0.13983050788207413,0.3820459282211985
180,15000US230190030002,1553,327,270,47.1,67561.0,0.12321428571428572,0.08482142844520621,0.0,67561.0,0.31382113770110387,0.010946555047684124
181,15000US230190030001,1412,294,132,44.8,70917.0,0.12710280373831775,0.2030812322085697,0.11624649843662956,70917.0,0.2618629169387295,0.02762039658100538
182,15000US230190030003,745,217,42,38.0,71771.0,0.084,0.04814814796982168,0.0,71771.0,0.12840466876107132,0.029530201302644027
183,15000US230190125001,1237,279,95,40.9,42443.0,0.5509259259259259,0.16496598611400343,0.06802721076866121,42443.0,0.23217922559637633,0.13057583119985738
184,15000US230190255001,1080,249,201,46.3,26190.0,0.8214285714285714,0.15151515124507103,0.01782531191118483,26190.0,0.3739495790463244,0.14112149519521355
185,15000US230190135001,1423,339,145,40.7,50039.0,0.2537878787878788,0.1877551017853672,0.11020408148271553,50039.0,0.22613065288755335,0.10530035328247324
186,15000US230190050001,865,174,149,41.6,38929.0,0.24110671936758893,0.0,0.0,38929.0,0.3286384968811303,0.14797687844164523
187,15000US230190050002,1148,249,76,41.7,84167.0,0.2125340599455041,0.0,0.0,84167.0,0.20370370323216735,0.1056338027239139
188,15000US230190007001,881,119,177,41.7,52898.0,0.2509090909090909,0.24999999952290078,0.0,52898.0,0.31297709844026184,0.20204313257429837
189,15000US230190072002,797,161,170,47.4,53194.0,0.21245421245421245,0.13972602701444925,0.0,53194.0,0.4171974509006451,0.12672521941439746
190,15000US230190215001,1068,232,113,42.8,45577.0,0.46518105849582175,0.14171656658340007,0.06986027930167608,45577.0,0.269767441233099,0.20244821073215796
191,15000US230190285001,1241,283,163,43.3,32266.0,0.6635730858468677,0.22079772048319413,0.14957264935958312,32266.0,0.3930530157348208,0.18855761467481255
192,15000US230190290001,465,65,70,48.3,35294.0,0.4114583333333333,0.8042635651121476,0.7325581388250405,35294.0,0.450495047274777,0.174193548012487
193,15000US230190310001,1900,421,359,45.7,34046.0,0.8213256484149856,0.07096069861248833,0.014192139722497664,34046.0,0.43125734379405717,0.12962962956104251
194,15000US230190265002,712,116,92,46.4,40500.0,0.648,0.15999999954285715,0.08857142831836735,40500.0,0.2857142847424684,0.16573033684588437
195,15000US230190225001,1892,380,223,42.0,42045.0,0.6083086053412463,0.19226638002978907,0.07196562827930653,42045.0,0.3271276591394579,0.17919999990442664
196,15000US230190245002,1476,398,204,42.4,36172.0,0.6038961038961039,0.2777053451398887,0.20860495409569108,36172.0,0.3285198550026717,0.10027100264209281
197,15000US230190270003,1975,702,196,30.3,27065.0,0.4480651731160896,0.2350332591629343,0.15299334794568364,27065.0,0.35507246325351816,0.2988683126034628
198,15000US230190003002,1231,195,338,47.3,54890.0,0.056666666666666664,0.062350119754556066,0.0,54890.0,0.3094629148095578,0.13542795218263493
199,15000US230190003003,1711,351,173,41.3,41339.0,0.22796934865900384,0.09048178602763597,0.0,41339.0,0.2196382426102865,0.08181283102895065
200,15000US230190041002,1057,152,101,37.1,35417.0,0.09130434782608696,0.04926108366295388,0.0,35417.0,0.16925733994946918,0.16650898754351087
201,15000US230190043002,2285,625,371,39.5,60823.0,0.1441326530612245,0.11449579819905903,0.0,60823.0,0.2989323839870316,0.09890590805299523
202,15000US230190042001,813,77,158,43.7,40945.0,0.1079136690647482,0.0,0.0,40945.0,0.41604009920791957,0.0762607625138244
203,15000US230190002003,1079,222,97,31.7,32054.0,0.22167487684729065,0.14716312030644838,0.0,32054.0,0.23076923028946106,0.251158479841373
204,15000US230190004001,2319,423,287,40.1,37014.0,0.19745222929936307,0.053484602873999504,0.0,37014.0,0.20719178064452756,0.11599827506856479
205,15000US230190005002,1562,194,113,39.1,37407.0,0.2924187725631769,0.10419906671197657,0.0,37407.0,0.2899305550522039,0.05042735038425012
206,15000US230190006003,1144,147,121,28.6,28056.0,0.30656934306569344,0.0450450449638828,0.0,28056.0,0.18113207512993948,0.3697552444320321
207,15000US230190063002,4164,69,9,19.7,29837.0,0.0,0.07166123755159207,0.0,29837.0,0.07719298218528778,0.24402730333783737
208,15000US230190072001,1865,383,211,33.4,36111.0,0.33016627078384797,0.06342494707883198,0.0,36111.0,0.2042889388213443,0.2785560343326745
209,15000US230190071005,720,79,150,46.8,36250.0,0.30434782608695654,0.05999999985,0.0,36250.0,0.44946808391098914,0.28194444405285496
210,15000US230199400001,598,202,52,30.3,17344.0,0.782608695652174,0.15163934364082238,0.11475409789035206,17344.0,0.2657004818082102,0.43551088704269536
