OBJECTID,GID,pop,pop_under18,pop_over65,median_age,med_home_value,pct_home_less100grants,home_vacant,home_seasonal,med_income,pct_w_ss_income,pct_poverty
211,15000US230190071001,1463,257,101,22.6,39732.0,0.27424749163879597,0.15230769207337277,0.0,39732.0,0.27949183252360826,0.26725905655006216
212,15000US230190300004,1503,186,532,54.5,30321.0,0.8784893267651889,0.17299107123550103,0.03906249995640346,30321.0,0.5695006739952757,0.157823129144338
213,15000US230190300003,1033,95,195,45.4,37159.0,0.9745547073791349,0.077999999844,0.0,37159.0,0.4164858993134796,0.08518877048868463
214,15000US230190150003,2326,502,391,43.8,37580.0,0.353322528363047,0.21519999982784,0.139999999888,37580.0,0.4332313960925266,0.2691315562041567
215,15000US230190280001,1542,309,275,42.9,45329.0,0.5449438202247191,0.33298208605586715,0.20864067417424587,45329.0,0.3380726692921443,0.16472114126801482
216,15000US230190270002,1084,246,255,42.4,44046.0,0.2913165266106443,0.4361979160987006,0.296874999613444,44046.0,0.39722863649600776,0.16143911424221483
217,15000US230190255002,1184,260,186,46.3,24620.0,0.8173719376391982,0.5472910922430752,0.42975206572107244,24620.0,0.3853955367436196,0.33756345149106304
218,15000US230190311003,3006,341,348,27.3,37350.0,0.1018867924528302,0.03439380908478606,0.0,37350.0,0.3312555651547145,0.15708812253013021
219,15000US230190009003,1688,211,623,53.2,30433.0,0.11330049261083744,0.05674653208480891,0.0,30433.0,0.4090909085439961,0.17284814543537566
220,15000US230099651002,955,226,95,41.6,44286.0,0.375,0.6044399590268013,0.5570131175004913,44286.0,0.23979591775562267,0.0883620688702995
221,15000US230099659005,1459,218,116,50.8,79100.0,0.0,0.37818181783801647,0.33999999969090905,79100.0,0.13450292377996648,0.02535983548638805
222,15000US230099659004,1055,102,268,54.3,59183.0,0.0,0.25598802356888023,0.2260479038532217,59183.0,0.3802816893756908,0.06729857813526201
223,15000US230099659003,706,136,50,33.5,36620.0,0.0,0.076294277721269,0.0381471388606345,36620.0,0.11504424744824705,0.13651315767020863
224,15000US230099659001,435,45,30,35.4,57750.0,0.0,0.5738045726116329,0.4656964647282818,57750.0,0.07804878010707912,0.2091954018179416
225,15000US230099663001,1230,235,293,51.6,60742.0,0.07654320987654321,0.454545454096299,0.3745059284836898,60742.0,0.49456521649535284,0.018699186976667326
226,15000US230099663003,1419,285,151,46.8,34798.0,0.06911447084233262,0.18587360571762873,0.07558859965850236,34798.0,0.28614916242595256,0.18745595476571109
227,15000US230099665001,1022,189,227,49.9,45313.0,0.08222811671087533,0.4854481950111197,0.41676367821098526,45313.0,0.3597285059734649,0.12106299200682777
228,15000US230099653002,944,176,81,43.1,57778.0,0.29292929292929293,0.15384615351742276,0.15384615351742276,57778.0,0.262626261963065,0.10063559311373348
229,15000US230099653001,791,148,114,34.8,51964.0,0.45149253731343286,0.2246376806168172,0.12560386443090854,51964.0,0.40498442241437876,0.18710493023122007
230,15000US230099653005,841,219,54,39.9,22130.0,0.27485380116959063,0.264912280236996,0.14035087694675286,22130.0,0.24343675359561634,0.23543400685441854
231,15000US230099653004,1671,522,74,37.3,44493.0,0.28756476683937826,0.1588235291782007,0.05147058815960208,44493.0,0.14860139834160596,0.19200484543185653
232,15000US230099653003,726,114,114,39.0,49338.0,0.35294117647058826,0.09631728018040431,0.0,49338.0,0.4231974908363715,0.17630853970205435
233,15000US230099664002,1483,182,219,22.1,61250.0,0.0743801652892562,0.49650349580908604,0.3972027966472688,61250.0,0.36666666564814815,0.18562231739740095
234,15000US230099652001,1709,489,112,38.3,68102.0,0.0890909090909091,0.39825581356758155,0.3866279066021047,68102.0,0.11111111093218823,0.0296735904868406
235,15000US230099666002,901,156,184,49.1,37813.0,0.09142857142857143,0.44878706138977487,0.42722371910077667,37813.0,0.35207823874797495,0.2341842394737134
236,15000US230099651001,61,14,3,45.6,54167.0,0.375,0.964856228490645,0.9584664521430248,54167.0,0.13636363016528952,0.0
237,15000US230190215002,947,276,91,35.9,34271.0,0.4423791821561338,0.193473193022207,0.05361305348808146,34271.0,0.30924855401951284,0.16435432212982462
238,15000US230190002004,925,106,33,42.5,31688.0,0.0,0.0,0.0,31688.0,0.18655097573416274,0.2918918915763331
239,15000US230190002002,561,0,156,49.3,17423.0,0.0,0.0,0.0,17423.0,0.3947939253909025,0.2263814612720473
240,15000US230190002001,1233,53,201,33.6,17052.0,0.6483516483516484,0.059077809713144365,0.0,17052.0,0.4379785598193284,0.3665855633685437
241,15000US230190003001,1367,277,238,39.4,57641.0,0.057926829268292686,0.05043227658439153,0.0,57641.0,0.3717754167347869,0.0702267739061984
242,15000US230190005003,537,80,85,50.7,59375.0,0.08085106382978724,0.1968253962005543,0.0,59375.0,0.276679840803637,0.01675977650510284
243,15000US230099657001,1702,352,358,46.2,41190.0,0.3488372093023256,0.40109389206828266,0.32360984473690985,41190.0,0.28158295238724057,0.2146031744669186
244,15000US230099654001,589,56,167,50.3,48864.0,0.26382978723404255,0.5263157886080333,0.49342105182003115,48864.0,0.27083333239293983,0.06791171465549793
245,15000US230099658001,1207,255,225,43.8,53906.0,0.3013972055888224,0.45389344215789607,0.35553278652097053,53906.0,0.36210131264146095,0.11184755583111221
246,15000US230099658003,453,25,160,55.7,47604.0,0.17154811715481172,0.5464480864363422,0.5118397076287072,47604.0,0.4738955804261222,0.09271523158341008
247,15000US230099667004,722,37,272,60.3,47500.0,0.18471337579617833,0.4744744737620503,0.4309309302838875,47500.0,0.5714285697959184,0.033240997183876735
248,15000US230099667001,1077,158,204,47.4,36638.0,0.30357142857142855,0.26086956483931945,0.1014492752152909,36638.0,0.3960784305959246,0.0993500463330083
249,15000US230099667002,1702,333,260,43.9,54432.0,0.10344827586206896,0.33661593524027217,0.2524619514302041,54432.0,0.28070175400715014,0.05802249848548105
250,15000US230099660001,854,138,189,47.8,58140.0,0.0,0.473876062607684,0.4264884563469156,58140.0,0.2840646644709823,0.04076738604224534
251,15000US230190005005,663,114,74,47.4,29219.0,0.10900473933649289,0.1585677745305172,0.0,29219.0,0.37082066756589466,0.2428355954105044
252,15000US230190005004,545,91,158,44.4,28008.0,0.21666666666666667,0.0,0.0,28008.0,0.40823969884554423,0.25357873158777355
253,15000US230190005001,583,144,29,36.1,17131.0,0.20512820512820512,0.16578947324792245,0.0,17131.0,0.5205047302192279,0.12006861042869878
254,15000US230190006001,819,150,39,37.5,21490.0,0.21505376344086022,0.12300683343278626,0.018223234582635,21490.0,0.24935064870298532,0.511599510974848
255,15000US230190006002,718,233,46,28.9,30021.0,0.23684210526315788,0.14775725554681463,0.0,30021.0,0.18266253813417171,0.4066852362023883
256,15000US230190007002,2057,515,210,42.4,54758.0,0.05970149253731343,0.0,0.0,54758.0,0.1686746985919582,0.03184713374235809
257,15000US230099900000,0,0,0,,,,0.0,0.0,,0.0,0.0
258,15000US230099654002,1473,222,182,43.0,45625.0,0.20910973084886128,0.31475028999448285,0.22764227615837135,45625.0,0.3491525417810974,0.0719619823000937
259,15000US230099664001,1377,90,685,64.9,41563.0,0.15463917525773196,0.39769820921010457,0.28516624004454444,41563.0,0.4352441604347258,0.10862619796738424
260,15000US230099665002,1192,257,204,40.8,39167.0,0.23918575063613232,0.310447760730675,0.20746268625751837,39167.0,0.34848484773055227,0.18120805353925498
261,15000US230099661001,1230,266,304,45.2,31905.0,0.09090909090909091,0.3181299882347435,0.22805017077759387,31905.0,0.39297658797161106,0.22276422746116728
262,15000US230099666001,981,149,265,48.7,36339.0,0.2650273224043716,0.489648032619412,0.40165631428399967,36339.0,0.37525354893457696,0.10397553506220639
263,15000US230099662002,1176,237,256,47.2,39659.0,0.13793103448275862,0.49908256834946546,0.47798165093763145,39659.0,0.39743589670799284,0.13775510192367763
264,15000US230099662001,744,138,100,42.8,37143.0,0.12446351931330472,0.40972222151089893,0.35763888826798806,37143.0,0.31470588142733563,0.2097428955213222
265,15000US230099667003,1453,290,230,44.3,47432.0,0.1540130151843818,0.3925781246166229,0.33789062467002867,47432.0,0.31511253968631425,0.05459571523524829
266,15000US230099654003,544,111,79,44.7,45000.0,0.2978723404255319,0.17374517307434295,0.08880308846021974,45000.0,0.2803738304655429,0.1305147056424362
267,15000US230190009001,2012,553,140,28.6,60703.0,0.1871508379888268,0.12642225015622977,0.0,60703.0,0.1910274961056042,0.2524075011391751
268,15000US230190009002,2716,860,165,28.4,22938.0,0.5345744680851063,0.08829174655634188,0.0,22938.0,0.30842105230692524,0.33357879221885905
269,15000US230190311004,1487,189,227,49.6,51991.0,0.4920886075949367,0.13427109957254335,0.04347826081396642,51991.0,0.2998522890696421,0.0652320107160511
270,15000US230190311002,712,119,238,45.9,50125.0,0.0779816513761468,0.03968253957755942,0.0,50125.0,0.5316804393066654,0.08146067404289231
271,15000US230099658002,498,100,107,50.4,33553.0,0.24064171122994651,0.4455852146907901,0.34291581038415647,33553.0,0.3814814800685871,0.2028112445726682
272,15000US230099651003,1030,169,137,46.5,44474.0,0.2810126582278481,0.47459727326567874,0.3928128867499221,44474.0,0.3089622634222588,0.0902912620482609
273,15000US230099655033,1645,460,226,39.0,40833.0,0.22591362126245848,0.14999999980263157,0.05526315782202216,40833.0,0.27708978285280217,0.0850228907226796
274,15000US230099659002,1539,219,239,42.2,62667.0,0.0,0.2378640773812329,0.21966019390817937,62667.0,0.26273885308481076,0.13276651397464584
275,15000US230099661002,596,103,149,48.8,43715.0,0.0851063829787234,0.6326291072386983,0.5715962434605678,43715.0,0.3482428103890006,0.22315436204168732
276,15000US230099655032,1187,350,95,30.0,46389.0,0.28668941979522183,0.14226804094377724,0.14226804094377724,46389.0,0.17788461495700814,0.061365600638404835
277,15000US230099652002,830,128,104,49.2,49667.0,0.16473988439306358,0.6486956516098298,0.6252173907606805,49667.0,0.376237622831095,0.09443099262175425
278,15000US230099655041,1426,200,205,40.4,44808.0,0.1814516129032258,0.45558272171509145,0.4384678073036122,44808.0,0.24850299363996559,0.09116409530773906
279,15000US230099655042,2671,597,383,42.8,54643.0,0.1746987951807229,0.15925626502889548,0.12611156012440455,54643.0,0.1865384613590976,0.0991100323223665
280,15000US230099663002,1666,419,205,43.1,51354.0,0.18165467625899281,0.41872791482444527,0.3595406357247874,51354.0,0.28267477160687726,0.17166866736394437
281,15000US230099657002,1636,308,236,43.5,51705.0,0.2367066895368782,0.4180398955611102,0.3512575885938789,51705.0,0.38748137051045994,0.1173594131311984
282,15000US230099660002,854,178,235,52.4,43542.0,0.10542168674698796,0.6148760325496891,0.5619834706099309,43542.0,0.3025751066468345,0.005854800929912411
283,15000US230259664002,1074,196,150,37.4,47407.0,0.6019736842105263,0.19123505938000984,0.17131474069459215,47407.0,0.4014778315234536,0.32402234606701824
284,15000US230259664001,1467,294,202,41.7,28816.0,0.44969199178644764,0.11724137914863259,0.0634482757745541,28816.0,0.3468749994580078,0.26107702777022695
285,15000US230259656001,1149,320,101,35.4,33050.0,0.6470588235294118,0.3246527772141445,0.2621527773226514,33050.0,0.2596401021603082,0.2471714532226532
286,15000US230259662002,912,136,288,53.5,23229.0,0.6963696369636964,0.28382838236992014,0.1551155112951889,23229.0,0.41705069028329333,0.1702127657562497
287,15000US230259657002,1057,210,193,43.7,39375.0,0.39255014326647564,0.2709447410500094,0.18360071268520373,39375.0,0.3887530552842224,0.18543046340072802
288,15000US230259661002,2174,536,306,44.0,31941.0,0.4780701754385965,0.21718146697183255,0.1438223936835691,31941.0,0.415536374333494,0.19056429223378155
289,15000US230259661001,1510,334,148,39.1,54963.0,0.30755064456721914,0.17705382411182177,0.07223796023762329,54963.0,0.1979345951842778,0.043046357587386515
290,15000US230259653022,499,74,109,52.6,27344.0,0.6851063829787234,0.42825606969479896,0.3620309042780775,27344.0,0.32046331922601035,0.19639278517756956
291,15000US230259658002,723,102,116,45.7,33188.0,0.42391304347826086,0.05962059604438863,0.027100270929267558,33188.0,0.3198847253029259,0.12586445349119715
292,15000US230259668005,945,301,234,29.5,28654.0,0.45754716981132076,0.10309278323945159,0.0,28654.0,0.3821839069477474,0.327272726922703
293,15000US230259668002,869,259,126,38.1,33892.0,0.5741444866920152,0.0,0.0,33892.0,0.36097560887566926,0.26812428047396514
294,15000US230259668003,813,192,165,38.6,35120.0,0.6614173228346457,0.17294900183381595,0.0,35120.0,0.43699731786327795,0.11685116836795674
295,15000US230259668004,782,130,150,37.8,51214.0,0.5209302325581395,0.0,0.0,51214.0,0.32203389739538446,0.09974424539674649
296,15000US230259656002,1000,196,174,48.6,35208.0,0.49612403100775193,0.31621187750206764,0.21669341859278746,35208.0,0.3802816892481651,0.10285132372418399
297,15000US230259659001,2051,401,447,44.4,32101.0,0.5095846645367412,0.398196844178665,0.2704733281213574,32101.0,0.36704119804364393,0.282765737728191
298,15000US230259665001,1938,400,386,47.5,56641.0,0.29523809523809524,0.3164444441631605,0.2559999997724444,56641.0,0.392717814833917,0.044375644971942386
299,15000US230259665003,1761,283,329,48.5,25985.0,0.6205128205128205,0.06624605671267501,0.0,25985.0,0.40315315269915186,0.20670073809954528
300,15000US230259665002,1117,359,160,33.2,22727.0,0.6836363636363636,0.10629921238917478,0.0,22727.0,0.41629955855440626,0.4207699190503402
301,15000US230259670001,1027,200,175,44.8,38889.0,0.4122340425531915,0.3691860459750203,0.25726744148652986,38889.0,0.3732718885408482,0.1696078429709727
302,15000US230259669001,1652,479,315,40.5,46938.0,0.5,0.06794682412415536,0.06794682412415536,46938.0,0.33438985683931877,0.1545117427969643
303,15000US230259669002,1725,431,200,41.0,37708.0,0.4687975646879756,0.04118404113103727,0.0,37708.0,0.2885906036394757,0.16617905198000055
304,15000US230259658001,2134,520,301,43.1,42292.0,0.37482319660537483,0.142255005118804,0.023182297130471763,42292.0,0.38697788650248416,0.1984841306496996
305,15000US230259660003,1059,237,159,30.7,37400.0,0.6,0.13707865137735134,0.0,37400.0,0.25260416600884333,0.11697027793195562
306,15000US230259660004,918,195,140,45.3,28148.0,0.5,0.10687022880368277,0.0572519082876872,28148.0,0.3525641018107605,0.20588235271690375
307,15000US230259660001,794,100,180,46.0,59116.0,0.23509933774834438,0.039877300491173925,0.039877300491173925,59116.0,0.3674121394012392,0.01763224179139516
308,15000US230259660002,1457,405,79,24.8,33199.0,0.7023809523809523,0.02707930362267059,0.0,33199.0,0.3081510928267374,0.17041800629387618
309,15000US230259657001,818,122,102,45.5,46346.0,0.3782894736842105,0.4719271616510969,0.412746585109641,46346.0,0.2499999992816092,0.17552533970886855
310,15000US230259657003,1036,235,121,41.0,28906.0,0.49271137026239065,0.2953667947965892,0.06949806936390335,28906.0,0.38630136880465377,0.34362934329765504
311,15000US230259666003,1123,230,162,47.1,41213.0,0.4174757281553398,0.06226415082591669,0.024528301840512638,41213.0,0.32193158888947365,0.08726625103538178
312,15000US230259667002,1622,444,224,40.5,30726.0,0.29362880886426596,0.20798065271102703,0.06650544127387492,30726.0,0.40152671694423403,0.35399875985492946
313,15000US230259667001,2045,506,295,42.1,45238.0,0.2446183953033268,0.08819875765441149,0.0,45238.0,0.28610354184454556,0.15581031779269916
314,15000US230259666004,734,138,119,45.8,18629.0,0.29936305732484075,0.11659192798970419,0.0,18629.0,0.32741116668169756,0.30108991784592654
315,15000US230319901000,0,0,0,,,,0.0,0.0,,0.0,0.0
316,15000US230310270001,606,17,313,65.2,58625.0,0.0,0.4003690029513487,0.4003690029513487,58625.0,0.5353846137372781,0.03135313526179351
317,15000US230310054001,495,27,205,58.9,63839.0,0.05138339920948617,0.5238879727777793,0.46952223975367013,63839.0,0.43598615766094756,0.08888888870931538
318,15000US230310254001,548,104,194,55.5,57461.0,0.0,0.6844512184688244,0.6128048771146267,57461.0,0.5507246350206539,0.10948905089509298
319,15000US230310270002,1975,433,364,46.6,58992.0,0.013177159590043924,0.43090007056633584,0.42381289835307373,58992.0,0.3175591527801256,0.09109730844146101
320,15000US230310340021,931,232,26,35.0,55909.0,0.03347280334728033,0.036585365742117786,0.036585365742117786,55909.0,0.12025316417641403,0.01550387595182295
321,15000US230310280023,1144,97,379,61.3,61129.0,0.043243243243243246,0.07164179093784807,0.052238805892180884,61129.0,0.4807073947255508,0.00884173297184639
322,15000US230310280021,1915,577,331,43.8,91389.0,0.01984732824427481,0.1701863351923151,0.12422360233015702,91389.0,0.4041916161613898,0.024020887715915984
323,15000US230259666002,1351,200,332,48.4,21863.0,0.6583850931677019,0.1818181816345271,0.009090909081726354,21863.0,0.445679011795458,0.2301998517911178
324,15000US230259666001,1020,281,145,43.4,35975.0,0.5669515669515669,0.02594339616522784,0.0,35975.0,0.32687651252572275,0.22352941154555941
325,15000US230259667003,787,135,189,44.4,37348.0,0.46,0.04943820213609393,0.0,37348.0,0.3829787224988683,0.22871664519858115
326,15000US230259670002,992,205,158,44.3,49375.0,0.23056994818652848,0.3967310543882154,0.3120356607547761,49375.0,0.3399014769953166,0.16431451596339264
327,15000US230259662001,1097,226,122,44.0,37750.0,0.46798029556650245,0.25289256156546686,0.1999999996694215,37750.0,0.20796460130981284,0.10228310492942182
328,15000US230259653023,183,6,71,56.3,36964.0,0.4605263157894737,0.907216493995111,0.8509840666813644,36964.0,0.3939393899602082,0.0491803276001075
329,15000US230259663002,952,169,179,48.4,35000.0,0.34210526315789475,0.5458422169020872,0.5053304898663854,35000.0,0.38497652491789547,0.175420167882962
330,15000US230259653024,20,0,0,59.5,132750.0,0.0,0.9680851029500528,0.9468085072808209,132750.0,0.0,0.0
331,15000US230259653021,470,125,42,41.9,33450.0,0.21052631578947367,0.8467094696254337,0.808988763395675,33450.0,0.38219895087853956,0.1404255316161159
332,15000US230259668001,2484,557,254,42.8,53026.0,0.418854415274463,0.11299435017608817,0.03766478339202939,53026.0,0.3290870484829225,0.08174828001548026
333,15000US230259668006,840,203,65,44.3,71014.0,0.16566265060240964,0.1301204816141675,0.0,71014.0,0.10803324069796887,0.041666666617063496
334,15000US230259663001,1131,208,161,50.5,35700.0,0.4517453798767967,0.4341563781541601,0.373456789739242,35700.0,0.3072727267140496,0.16412556039091877
335,15000US230259653011,949,179,133,45.5,40156.0,0.28169014084507044,0.4566326524787849,0.28954081595721837,40156.0,0.3004694828627477,0.17883597864673442
336,15000US230179654001,1294,240,214,47.1,37841.0,0.5263157894736842,0.5197132611830526,0.41218637955897275,37841.0,0.4738805961308198,0.1966824642996189
337,15000US230179667001,1722,332,221,43.1,37813.0,0.18403908794788273,0.23725286135561616,0.20499479687305433,37813.0,0.2510231920177037,0.20719073722901232
338,15000US230179668001,1082,189,217,49.8,45885.0,0.09761904761904762,0.5637168136604276,0.5292035393546871,45885.0,0.36308316356372583,0.07763401101882253
339,15000US230179655001,1072,253,209,44.7,52911.0,0.21218961625282168,0.17565217360756144,0.06956521727032136,52911.0,0.3713080160942869,0.020522388040557473
340,15000US230179655002,915,200,131,41.2,15313.0,0.6814159292035398,0.304654442447596,0.0,15313.0,0.45638945140691795,0.33858267678449644
341,15000US230179659001,776,169,140,44.7,45673.0,0.12152777777777778,0.4231499043203987,0.29032258009426454,45673.0,0.4309210512140755,0.07603092773707355
342,15000US230179659003,1081,239,134,44.5,38185.0,0.19402985074626866,0.3782608690170132,0.27101449236084857,38185.0,0.4242424232535142,0.10561370113642844
343,15000US230310340011,670,114,258,52.9,67000.0,0.020202020202020204,0.77990430568701,0.6486671219079513,67000.0,0.6024844701786196,0.052238805892180884
344,15000US230310360025,601,119,71,35.70000000000001,71655.0,0.0,0.0,0.0,71655.0,0.140893470306208,0.019966722096561196
345,15000US230310340014,622,27,349,68.6,46705.0,0.0,0.6774827918608822,0.6283185834529808,46705.0,0.6219512176160024,0.041800643019613115
346,15000US230310340013,429,23,166,57.8,46645.0,0.05670103092783505,0.6126279853026826,0.5273037533663758,46645.0,0.5110132136078713,0.09324009302275037
347,15000US230310360015,146,0,86,66.6,30208.0,0.0,0.6436781590698903,0.46264367683148366,30208.0,0.41129031926378773,0.198630135625821
348,15000US230310340015,755,58,298,52.8,76923.0,0.20817843866171004,0.8159574463744906,0.5797872337341556,76923.0,0.5115606921631194,0.0768211919512302
349,15000US230179654003,537,91,96,46.6,33708.0,0.556390977443609,0.15648854902103607,0.0,33708.0,0.49773755430887984,0.40874524637120674
350,15000US230179658004,1052,216,151,43.3,37813.0,0.1585677749360614,0.39097744302108656,0.36240601449262255,37813.0,0.3432098756957781,0.15209125460827827
351,15000US230179664003,2195,533,355,36.3,46194.0,0.2693498452012384,0.28188539715167704,0.2661737520645344,46194.0,0.37065637017933545,0.09886104779095169
352,15000US230179656001,1672,425,295,40.3,29583.0,0.4887640449438202,0.1589403971404763,0.0,29583.0,0.5322834637286875,0.2403147698303179
353,15000US230179656002,907,92,272,50.6,36875.0,0.5342019543973942,0.20209059198242058,0.0,36875.0,0.48034934392936823,0.02315325245517833
354,15000US230179654002,1395,340,237,42.4,29215.0,0.6726546906187625,0.0822981365181706,0.012422360229157825,29215.0,0.3637901855096613,0.14265232964684418
355,15000US230179665001,2031,270,547,50.5,55588.0,0.32,0.3923257632009978,0.36100234897337324,55588.0,0.5206185560301307,0.07730182172461751
356,15000US230179663001,1856,415,187,41.8,43173.0,0.32829046898638425,0.10495283006491411,0.053066037673271185,43173.0,0.2924901181917126,0.10972972967041636
357,15000US230179660002,1282,243,233,45.1,38558.0,0.24731182795698925,0.44252288866477835,0.3936927768121131,38558.0,0.3850364956477436,0.08681925802145282
358,15000US230179662001,1275,191,399,51.6,32306.0,0.2703488372093023,0.1254071659195323,0.06026058622107396,32306.0,0.37243947789117415,0.08208955216222989
359,15000US230179658002,727,137,130,47.6,46111.0,0.3220338983050847,0.4342629473421057,0.39641434183981206,46111.0,0.37323943530549497,0.05914718011121433
360,15000US230310360011,1120,294,80,46.0,79375.0,0.17,0.3091787434634803,0.12077294666542199,79375.0,0.1305361302318505,0.019642857125318876
361,15000US230310360013,2588,486,597,51.3,59018.0,0.011011011011011011,0.17638791273619964,0.17638791273619964,59018.0,0.4274744023656361,0.06336939719344305
362,15000US230310061024,360,7,156,59.3,25700.0,0.0,0.6234177205325669,0.43987341702551674,25700.0,0.4411764687345527,0.06111111094135802
363,15000US230310235004,1106,265,210,44.6,52875.0,0.0175,0.3982930293054153,0.3655761018981848,52875.0,0.36643025918101596,0.13063477448883645
364,15000US230310235003,1001,213,82,45.9,51736.0,0.07758620689655173,0.37053571373432187,0.30952380906320864,51736.0,0.2529550821443142,0.04195804191612583
365,15000US230310235005,1526,246,298,46.0,58245.0,0.08600337268128162,0.5502873559265177,0.5172413789387633,58245.0,0.4440894561596015,0.07142857138176371
366,15000US230310240004,891,233,123,38.2,49401.0,0.30689655172413793,0.09408602125245694,0.045698924608336224,49401.0,0.45697329241254214,0.035428571388081635
367,15000US230310245002,1456,564,40,31.5,71204.0,0.08591885441527446,0.4971687423588123,0.4031710074709275,71204.0,0.12387387359487867,0.1098901098146359
368,15000US230310290002,1807,244,318,43.8,46000.0,0.2751842751842752,0.1212121210080604,0.06228956218469771,46000.0,0.42528735550711233,0.20737647863091405
369,15000US230310290001,1151,232,104,39.8,63424.0,0.08205128205128205,0.11513859250503498,0.08102345398502461,63424.0,0.29879518000290317,0.06802120135333815
370,15000US230310260002,2609,659,192,41.9,61414.0,0.1875,0.06220095687827659,0.0,61414.0,0.18469387736255727,0.08018504237463954
371,15000US230310260001,1369,364,214,41.4,53875.0,0.06372549019607843,0.08435852357757728,0.0,53875.0,0.2955854121006038,0.019852941161872837
372,15000US230310320002,2773,590,215,39.1,58260.0,0.1111111111111111,0.0461121156906762,0.0,58260.0,0.2872037911969632,0.02812838080485814
373,15000US230310320003,2450,707,194,42.0,68354.0,0.10057471264367816,0.05543237244408828,0.0,68354.0,0.1584507040393771,0.0
374,15000US230310320001,1945,474,290,36.0,52823.0,0.09539473684210527,0.13226205175245728,0.0,52823.0,0.49715099644280486,0.027249357312468196
375,15000US230310330003,1739,374,233,45.8,70379.0,0.0946372239747634,0.06983240213710558,0.0,70379.0,0.3198198193396099,0.05520414027877853
376,15000US230159758002,1145,366,168,33.8,36250.0,0.0,0.30263157844961913,0.11019736823980696,36250.0,0.31132075398273407,0.27336244517610264
377,15000US230159755001,1822,323,252,48.1,55677.0,0.19544846050870146,0.14300736052260005,0.08832807561690002,55677.0,0.27116564383906056,0.07194244600335227
378,15000US230159754001,634,116,106,47.0,54514.0,0.08362369337979095,0.14971751370136296,0.12429378495962208,54514.0,0.2956810621405945,0.085173501442944
379,15000US230159751001,504,62,58,50.1,36492.0,0.37438423645320196,0.23920265701261575,0.1428571423825344,36492.0,0.25764192027230604,0.14087301559350593
380,15000US230159751005,1158,256,164,42.8,47212.0,0.369727047146402,0.13872832343212269,0.03468208085803067,47212.0,0.3087248315241055,0.19170984439403294
381,15000US230159751004,1150,203,133,43.7,46406.0,0.2977667493796526,0.22165820605472386,0.09813874771888537,46406.0,0.22173912995274103,0.12951541838809214
382,15000US230159755002,1763,551,178,41.2,45956.0,0.1784452296819788,0.07651715029483226,0.0,45956.0,0.19142857115510203,0.087296809098557
383,15000US230159755003,1359,333,213,44.7,34929.0,0.138328530259366,0.030035335635979973,0.030035335635979973,34929.0,0.4881602905497991,0.18604651148833717
384,15000US230159752001,2487,521,453,38.2,47969.0,0.2677925211097708,0.11425873454744216,0.037771482495022206,47969.0,0.3486140721230127,0.06513872132483364
385,15000US230159753003,1070,250,207,48.0,35066.0,0.08761329305135952,0.21416234850749163,0.1640759928081589,35066.0,0.3164835157879483,0.16728971946982268
386,15000US230159754003,1143,242,154,45.8,61731.0,0.04941176470588235,0.250755286630279,0.1419939574894351,61731.0,0.3346774186800858,0.06047326900922587
387,15000US230159753001,1019,179,171,49.2,52917.0,0.105,0.4409148660217092,0.3837357047220639,52917.0,0.2931818175154959,0.010794896947208149
388,15000US230159752002,1454,405,159,39.7,42102.0,0.2790224032586558,0.09774436075527164,0.031578947320933914,42102.0,0.2883333328527778,0.18225584581688042
389,15000US230159758001,1327,197,167,42.9,52276.0,0.02666666666666667,0.20348837185640886,0.16744186027041644,52276.0,0.23649635001971336,0.11152976630630762
390,15000US230159751002,1637,350,245,41.2,49053.0,0.3589315525876461,0.13282247748043105,0.04469987222899122,49053.0,0.3357879229222564,0.10264290098178064
391,15000US230159754002,1576,293,403,50.1,52019.0,0.08051529790660225,0.279069767171444,0.1608527130224295,52019.0,0.39381720377175106,0.03997461926397549
392,15000US230159751003,892,209,121,49.1,46964.0,0.08708708708708708,0.5399284856496681,0.5125148980780514,46964.0,0.4300518123573787,0.061659192755987455
393,15000US230159753002,628,135,85,45.7,55441.0,0.08791208791208792,0.36933045276602494,0.22030237533412014,55441.0,0.25342465666635394,0.1050955412339243
394,15000US230159753004,1146,257,444,54.6,50052.0,0.07339449541284404,0.21955719516686864,0.17343173399735842,50052.0,0.4940898333473054,0.13715953294050628
395,15000US230179665002,867,147,98,34.1,45104.0,0.1087866108786611,0.23387096727042145,0.13306451586075702,45104.0,0.2631578940443213,0.02998846594003637
396,15000US230179668002,1362,342,187,46.1,41544.0,0.14537444933920704,0.40362811745620397,0.35941043043150744,41544.0,0.3174904936929839,0.12261380314051849
397,15000US230179664002,1445,268,197,44.6,54194.0,0.19207920792079208,0.25333333299555555,0.25333333299555555,54194.0,0.2428571424234694,0.08281141260764689
398,15000US230179656003,1463,331,364,45.8,32471.0,0.5284872298624754,0.1496296294079561,0.0,32471.0,0.4320557483762095,0.0475471697754361
399,15000US230179658001,873,194,182,46.3,40625.0,0.468944099378882,0.15313225022475116,0.03248259853252297,40625.0,0.4520547932820417,0.09163802967739057
400,15000US230179659002,1089,227,283,45.7,42969.0,0.0,0.4470720715686125,0.37950450407713454,42969.0,0.5213849276550205,0.17920148544178133
401,15000US230179663002,1293,354,122,38.2,52898.0,0.21686746987951808,0.08421052613850416,0.025263157841551247,52898.0,0.2321839075122209,0.07375776391788993
